"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",100-Hz data,Rapid failure period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original distance data; corr = corrected data to reflect slope-parallel distance m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
24626.79,0.73057,0.24699,0.136,0.731,0.247,0.136,23.08,-23.75,31.15,2.26,-2.33,3.06
24626.80,0.73121,0.24825,0.13625,0.731,0.248,0.136,23.24,-23.91,31.01,2.28,-2.34,3.04
24626.81,0.73197,0.24762,0.13638,0.732,0.248,0.136,23.24,-24.22,30.57,2.28,-2.37,3.00
24626.82,0.73273,0.24825,0.13651,0.733,0.248,0.137,23.24,-24.38,30.42,2.28,-2.39,2.98
24626.83,0.73349,0.24888,0.1369,0.733,0.249,0.137,22.93,-25.00,30.57,2.25,-2.45,3.00
24626.84,0.73451,0.25014,0.13664,0.735,0.250,0.137,23.08,-24.84,30.13,2.26,-2.44,2.95
24626.85,0.73514,0.24951,0.13702,0.735,0.250,0.137,23.08,-25.31,30.13,2.26,-2.48,2.95
24626.86,0.73591,0.25077,0.13715,0.736,0.251,0.137,23.24,-25.47,29.69,2.28,-2.50,2.91
24626.87,0.7368,0.25077,0.13741,0.737,0.251,0.137,23.08,-25.94,29.84,2.26,-2.54,2.93
24626.88,0.73756,0.25014,0.13754,0.738,0.250,0.138,23.08,-26.09,29.55,2.26,-2.56,2.90
24626.89,0.7387,0.2514,0.13728,0.739,0.251,0.137,23.08,-26.72,29.26,2.26,-2.62,2.87
24626.90,0.73946,0.25203,0.13792,0.739,0.252,0.138,23.24,-27.34,29.11,2.28,-2.68,2.85
24626.91,0.74035,0.25267,0.13792,0.740,0.253,0.138,23.24,-27.34,28.96,2.28,-2.68,2.84
24626.92,0.74124,0.2533,0.13818,0.741,0.253,0.138,23.24,-27.66,29.11,2.28,-2.71,2.85
24626.93,0.74213,0.25267,0.13857,0.742,0.253,0.139,23.24,-28.28,28.96,2.28,-2.77,2.84
24626.94,0.74314,0.25393,0.13844,0.743,0.254,0.138,23.24,-29.06,28.38,2.28,-2.85,2.78
24626.95,0.74391,0.25393,0.13895,0.744,0.254,0.139,23.08,-29.84,28.38,2.26,-2.93,2.78
24626.96,0.74492,0.25645,0.13908,0.745,0.256,0.139,23.24,-30.00,28.09,2.28,-2.94,2.75
24626.97,0.74594,0.25582,0.13921,0.746,0.256,0.139,23.08,-30.31,28.38,2.26,-2.97,2.78
24626.98,0.74695,0.25582,0.13934,0.747,0.256,0.139,22.93,-30.94,27.79,2.25,-3.03,2.73
24626.99,0.74784,0.25708,0.13959,0.748,0.257,0.140,23.39,-31.56,27.79,2.29,-3.10,2.73
24627.00,0.74886,0.25835,0.14011,0.749,0.258,0.140,22.93,-31.88,27.36,2.25,-3.13,2.68
24627.01,0.75013,0.25898,0.13998,0.750,0.259,0.140,23.55,-32.03,27.06,2.31,-3.14,2.65
24627.02,0.75114,0.25898,0.14062,0.751,0.259,0.141,23.08,-32.66,26.77,2.26,-3.20,2.63
24627.03,0.75229,0.25961,0.14049,0.752,0.260,0.140,23.39,-33.28,27.06,2.29,-3.26,2.65
24627.04,0.75343,0.26024,0.14088,0.753,0.260,0.141,23.39,-33.91,26.63,2.29,-3.32,2.61
24627.05,0.75483,0.2615,0.14114,0.755,0.262,0.141,23.39,-34.22,26.48,2.29,-3.36,2.60
24627.06,0.75597,0.26213,0.14152,0.756,0.262,0.142,23.08,-35.00,26.19,2.26,-3.43,2.57
24627.07,0.75698,0.26339,0.14216,0.757,0.263,0.142,23.24,-35.31,26.19,2.28,-3.46,2.57
24627.08,0.75838,0.26339,0.14203,0.758,0.263,0.142,23.24,-36.09,26.19,2.28,-3.54,2.57
24627.09,0.75952,0.26466,0.14255,0.760,0.265,0.143,23.24,-36.41,25.75,2.28,-3.57,2.53
24627.10,0.76105,0.26592,0.14293,0.761,0.266,0.143,23.08,-37.66,25.90,2.26,-3.69,2.54
24627.11,0.76232,0.26592,0.14345,0.762,0.266,0.143,23.24,-38.13,25.31,2.28,-3.74,2.48
24627.12,0.76384,0.26718,0.14345,0.764,0.267,0.143,23.39,-38.59,25.31,2.29,-3.78,2.48
24627.13,0.76536,0.26781,0.14371,0.765,0.268,0.144,23.39,-39.53,25.16,2.29,-3.88,2.47
24627.14,0.76676,0.26781,0.14435,0.767,0.268,0.144,23.39,-40.31,24.58,2.29,-3.95,2.41
24627.15,0.76854,0.26907,0.1446,0.769,0.269,0.145,23.55,-40.94,24.43,2.31,-4.01,2.40
24627.16,0.76993,0.27097,0.14499,0.770,0.271,0.145,23.08,-42.19,24.43,2.26,-4.14,2.40
24627.17,0.77184,0.2716,0.1455,0.772,0.272,0.146,23.08,-42.66,24.00,2.26,-4.18,2.35
24627.18,0.77349,0.27286,0.14589,0.773,0.273,0.146,22.93,-43.13,23.85,2.25,-4.23,2.34
24627.19,0.77514,0.27286,0.14628,0.775,0.273,0.146,23.24,-43.91,23.70,2.28,-4.31,2.32
24627.20,0.77692,0.27349,0.14653,0.777,0.273,0.147,23.24,-44.84,23.27,2.28,-4.40,2.28
24627.21,0.77908,0.27602,0.14705,0.779,0.276,0.147,23.24,-45.31,23.12,2.28,-4.44,2.27
24627.22,0.78111,0.27665,0.14743,0.781,0.277,0.147,22.93,-46.25,22.83,2.25,-4.54,2.24
24627.23,0.78301,0.27728,0.14795,0.783,0.277,0.148,23.24,-46.56,22.68,2.28,-4.57,2.22
24627.24,0.7853,0.27917,0.14833,0.785,0.279,0.148,23.08,-47.66,22.10,2.26,-4.67,2.17
24627.25,0.78746,0.2798,0.14897,0.787,0.280,0.149,23.24,-48.28,22.10,2.28,-4.73,2.17
24627.26,0.78974,0.2817,0.14923,0.790,0.282,0.149,23.39,-48.28,21.51,2.29,-4.73,2.11
24627.27,0.79228,0.28233,0.14987,0.792,0.282,0.150,23.39,-49.22,21.51,2.29,-4.83,2.11
24627.28,0.79482,0.28296,0.15039,0.795,0.283,0.150,22.93,-49.84,21.07,2.25,-4.89,2.07
24627.29,0.79736,0.28485,0.1509,0.797,0.285,0.151,23.08,-50.63,20.64,2.26,-4.96,2.02
24627.30,0.79977,0.28675,0.15129,0.800,0.287,0.151,23.39,-51.56,20.49,2.29,-5.06,2.01
24627.31,0.80282,0.28927,0.1518,0.803,0.289,0.152,23.24,-52.50,20.05,2.28,-5.15,1.97
24627.32,0.80536,0.28864,0.15244,0.805,0.289,0.152,23.39,-53.13,19.61,2.29,-5.21,1.92
24627.33,0.80866,0.29116,0.15309,0.809,0.291,0.153,23.24,-54.22,19.32,2.28,-5.32,1.89
24627.34,0.81158,0.29179,0.15373,0.812,0.292,0.154,23.08,-55.00,18.59,2.26,-5.39,1.82
24627.35,0.81463,0.29369,0.15424,0.815,0.294,0.154,22.93,-56.09,18.15,2.25,-5.50,1.78
24627.36,0.81767,0.29495,0.15514,0.818,0.295,0.155,23.24,-56.88,17.86,2.28,-5.58,1.75
24627.37,0.82123,0.29874,0.15527,0.821,0.299,0.155,23.24,-58.13,17.28,2.28,-5.70,1.69
24627.38,0.82466,0.29811,0.1563,0.825,0.298,0.156,23.24,-59.22,16.69,2.28,-5.81,1.64
24627.39,0.82821,0.30063,0.1572,0.828,0.301,0.157,23.24,-60.31,16.25,2.28,-5.91,1.59
24627.40,0.83164,0.30252,0.15771,0.832,0.303,0.158,23.55,-61.56,15.38,2.31,-6.04,1.51
24627.41,0.8357,0.30442,0.15835,0.836,0.304,0.158,23.08,-62.66,14.94,2.26,-6.14,1.46
24627.42,0.83926,0.30505,0.15925,0.839,0.305,0.159,23.08,-64.22,14.50,2.26,-6.30,1.42
24627.43,0.84332,0.30883,0.1599,0.843,0.309,0.160,23.24,-65.47,13.62,2.28,-6.42,1.34
24627.44,0.84713,0.31073,0.1608,0.847,0.311,0.161,23.24,-66.41,12.75,2.28,-6.51,1.25
24627.45,0.85145,0.31199,0.16157,0.851,0.312,0.162,23.24,-68.44,12.31,2.28,-6.71,1.21
24627.46,0.85551,0.31388,0.16247,0.856,0.314,0.162,22.93,-69.53,11.29,2.25,-6.82,1.11
24627.47,0.85983,0.31578,0.16337,0.860,0.316,0.163,23.24,-70.31,10.85,2.28,-6.90,1.06
24627.48,0.86376,0.3183,0.16414,0.864,0.318,0.164,23.39,-71.88,9.97,2.29,-7.05,0.98
24627.49,0.86821,0.32083,0.16504,0.868,0.321,0.165,23.55,-73.13,9.39,2.31,-7.17,0.92
24627.50,0.87252,0.32272,0.16606,0.873,0.323,0.166,23.24,-74.06,8.66,2.28,-7.26,0.85
24627.51,0.8771,0.32461,0.16722,0.877,0.325,0.167,23.24,-75.00,7.49,2.28,-7.35,0.73
24627.52,0.88154,0.32714,0.16838,0.882,0.327,0.168,23.08,-76.41,7.20,2.26,-7.49,0.71
24627.53,0.88598,0.33029,0.16915,0.886,0.330,0.169,23.24,-77.03,6.17,2.28,-7.55,0.61
24627.54,0.89068,0.33282,0.1703,0.891,0.333,0.170,23.24,-78.44,5.59,2.28,-7.69,0.55
24627.55,0.89525,0.33597,0.17197,0.895,0.336,0.172,23.24,-79.06,5.15,2.28,-7.75,0.51
24627.56,0.8997,0.3385,0.17287,0.900,0.339,0.173,23.08,-80.00,4.42,2.26,-7.85,0.43
24627.57,0.90439,0.34228,0.1739,0.904,0.342,0.174,23.24,-80.78,3.84,2.28,-7.92,0.38
24627.58,0.90947,0.34355,0.17544,0.909,0.344,0.175,23.08,-81.56,3.25,2.26,-8.00,0.32
24627.59,0.91417,0.34796,0.1766,0.914,0.348,0.177,23.39,-82.34,2.52,2.29,-8.07,0.25
24627.60,0.91899,0.34986,0.17789,0.919,0.350,0.178,23.39,-82.81,2.23,2.29,-8.12,0.22
24627.61,0.92382,0.35301,0.17943,0.924,0.353,0.179,23.24,-83.75,1.64,2.28,-8.21,0.16
24627.62,0.9289,0.35617,0.18097,0.929,0.356,0.181,23.24,-84.38,1.06,2.28,-8.27,0.10
24627.63,0.9336,0.35806,0.18264,0.934,0.358,0.183,23.24,-85.00,0.77,2.28,-8.34,0.08
24627.64,0.93855,0.36185,0.18405,0.939,0.362,0.184,23.08,-85.47,0.18,2.26,-8.38,0.02
24627.65,0.94363,0.36437,0.18559,0.944,0.364,0.186,23.08,-86.41,-0.11,2.26,-8.47,-0.01
24627.66,0.94845,0.37131,0.18739,0.948,0.371,0.187,23.24,-86.41,-0.55,2.28,-8.47,-0.05
24627.67,0.95328,0.37194,0.18894,0.953,0.372,0.189,23.24,-86.09,-0.98,2.28,-8.44,-0.10
24627.68,0.9581,0.3751,0.19061,0.958,0.375,0.191,23.08,-85.31,-1.28,2.26,-8.37,-0.13
24627.69,0.96318,0.37952,0.19253,0.963,0.380,0.193,23.08,-83.59,-1.86,2.26,-8.20,-0.18
24627.70,0.968,0.3833,0.19446,0.968,0.383,0.194,22.93,-81.09,-2.01,2.25,-7.95,-0.20
24627.71,0.97308,0.38709,0.19626,0.973,0.387,0.196,23.55,-78.75,-2.30,2.31,-7.72,-0.23
24627.72,0.97803,0.39151,0.19844,0.978,0.392,0.198,23.39,-75.78,-2.59,2.29,-7.43,-0.25
24627.73,0.98311,0.39593,0.2005,0.983,0.396,0.201,23.24,-73.13,-2.74,2.28,-7.17,-0.27
24627.74,0.98794,0.39845,0.20256,0.988,0.398,0.203,23.08,-70.31,-2.88,2.26,-6.90,-0.28
24627.75,0.99289,0.40287,0.20474,0.993,0.403,0.205,23.24,-67.81,-2.88,2.28,-6.65,-0.28
24627.76,0.99784,0.40729,0.2068,0.998,0.407,0.207,23.08,-65.16,-3.03,2.26,-6.39,-0.30
24627.77,1.00267,0.41234,0.20911,1.003,0.412,0.209,23.24,-63.28,-3.18,2.28,-6.21,-0.31
24627.78,1.00774,0.41612,0.21129,1.008,0.416,0.211,23.08,-61.56,-3.32,2.26,-6.04,-0.33
24627.79,1.01257,0.42117,0.21374,1.013,0.421,0.214,23.24,-60.31,-3.32,2.28,-5.91,-0.33
24627.80,1.01765,0.42496,0.21631,1.018,0.425,0.216,23.08,-58.75,-3.61,2.26,-5.76,-0.35
24627.81,1.0226,0.43064,0.219,1.023,0.431,0.219,23.24,-56.88,-3.61,2.28,-5.58,-0.35
24627.82,1.02717,0.43569,0.22145,1.027,0.436,0.221,23.24,-54.53,-3.47,2.28,-5.35,-0.34
24627.83,1.03263,0.44137,0.22427,1.033,0.441,0.224,23.24,-51.88,-3.03,2.28,-5.09,-0.30
24627.84,1.03708,0.44578,0.22684,1.037,0.446,0.227,23.24,-48.59,-3.18,2.28,-4.77,-0.31
24627.85,1.04228,0.4502,0.22993,1.042,0.450,0.230,23.39,-45.47,-2.74,2.29,-4.46,-0.27
24627.86,1.04736,0.45588,0.23262,1.047,0.456,0.233,23.08,-42.34,-2.88,2.26,-4.15,-0.28
24627.87,1.05244,0.46219,0.23571,1.052,0.462,0.236,23.24,-38.91,-2.30,2.28,-3.82,-0.23
24627.88,1.05739,0.46724,0.23892,1.057,0.467,0.239,23.08,-35.94,-2.15,2.26,-3.52,-0.21
24627.89,1.06247,0.47292,0.24213,1.062,0.473,0.242,23.39,-33.75,-1.86,2.29,-3.31,-0.18
24627.90,1.06767,0.47923,0.24522,1.068,0.479,0.245,23.24,-31.41,-1.28,2.28,-3.08,-0.13
24627.91,1.07326,0.48554,0.24843,1.073,0.486,0.248,23.24,-30.31,-0.98,2.28,-2.97,-0.10
24627.92,1.07885,0.49122,0.25177,1.079,0.491,0.252,22.93,-28.13,-0.11,2.25,-2.76,-0.01
24627.93,1.08443,0.4969,0.2555,1.084,0.497,0.256,23.08,-26.72,0.04,2.26,-2.62,0.00
24627.94,1.09027,0.50385,0.25897,1.090,0.504,0.259,23.24,-25.31,0.77,2.28,-2.48,0.08
24627.95,1.09612,0.50889,0.26244,1.096,0.509,0.262,23.24,-23.75,1.21,2.28,-2.33,0.12
24627.96,1.10246,0.51584,0.26642,1.102,0.516,0.266,23.55,-21.56,1.79,2.31,-2.11,0.18
24627.97,1.10919,0.52215,0.27015,1.109,0.522,0.270,23.24,-19.84,2.23,2.28,-1.95,0.22
24627.98,1.1158,0.52972,0.27374,1.116,0.530,0.274,23.24,-18.13,2.81,2.28,-1.78,0.28
24627.99,1.12265,0.53477,0.27824,1.123,0.535,0.278,23.24,-16.41,3.40,2.28,-1.61,0.33
24628.00,1.13002,0.54297,0.28222,1.130,0.543,0.282,23.08,-14.38,3.69,2.26,-1.41,0.36
24628.01,1.13763,0.55055,0.28634,1.138,0.551,0.286,23.39,-12.81,4.86,2.29,-1.26,0.48
24628.02,1.14538,0.55686,0.29109,1.145,0.557,0.291,23.24,-11.56,5.15,2.28,-1.13,0.51
24628.03,1.15338,0.56443,0.2952,1.153,0.564,0.295,23.24,-10.31,5.44,2.28,-1.01,0.53
24628.04,1.16163,0.572,0.29957,1.162,0.572,0.300,23.08,-9.06,6.03,2.26,-0.89,0.59
24628.05,1.17001,0.57895,0.3042,1.170,0.579,0.304,23.24,-7.97,6.76,2.28,-0.78,0.66
24628.06,1.17903,0.58715,0.30921,1.179,0.587,0.309,23.24,-7.66,7.63,2.28,-0.75,0.75
24628.07,1.18817,0.59346,0.31383,1.188,0.593,0.314,23.24,-6.72,8.51,2.28,-0.66,0.83
24628.08,1.19744,0.6023,0.31897,1.197,0.602,0.319,23.55,-5.94,9.39,2.31,-0.58,0.92
24628.09,1.20734,0.61113,0.32411,1.207,0.611,0.324,23.24,-5.00,10.26,2.28,-0.49,1.01
24628.10,1.21711,0.61997,0.32912,1.217,0.620,0.329,23.39,-4.22,11.43,2.29,-0.41,1.12
24628.11,1.2274,0.6288,0.33439,1.227,0.629,0.334,23.08,-2.81,12.31,2.26,-0.28,1.21
24628.12,1.23794,0.63701,0.33979,1.238,0.637,0.340,22.93,-2.03,13.48,2.25,-0.20,1.32
24628.13,1.2486,0.64521,0.34557,1.249,0.645,0.346,23.08,-0.78,14.35,2.26,-0.08,1.41
24628.14,1.25952,0.65342,0.35161,1.260,0.653,0.352,22.93,-0.16,15.67,2.25,-0.02,1.54
24628.15,1.27019,0.66288,0.35727,1.270,0.663,0.357,23.24,0.63,16.84,2.28,0.06,1.65
24628.16,1.28161,0.67172,0.36305,1.282,0.672,0.363,23.24,1.09,17.71,2.28,0.11,1.74
24628.17,1.29292,0.68119,0.36922,1.293,0.681,0.369,23.08,1.09,18.74,2.26,0.11,1.84
24628.18,1.30422,0.69002,0.37551,1.304,0.690,0.376,23.24,1.72,19.61,2.28,0.17,1.92
24628.19,1.31577,0.70075,0.38168,1.316,0.701,0.382,23.08,2.03,20.05,2.26,0.20,1.97
24628.20,1.32732,0.70959,0.38836,1.327,0.710,0.388,23.08,2.34,20.78,2.26,0.23,2.04
24628.21,1.33888,0.72095,0.39479,1.339,0.721,0.395,23.24,3.28,21.66,2.28,0.32,2.12
24628.22,1.35081,0.72978,0.40172,1.351,0.730,0.402,22.93,4.06,22.39,2.25,0.40,2.20
24628.23,1.36288,0.73925,0.40841,1.363,0.739,0.408,22.93,5.31,22.83,2.25,0.52,2.24
24628.24,1.37468,0.74998,0.41547,1.375,0.750,0.415,23.24,6.56,23.56,2.28,0.64,2.31
24628.25,1.38713,0.76134,0.4228,1.387,0.761,0.423,23.39,7.34,24.43,2.29,0.72,2.40
24628.26,1.39944,0.7708,0.42987,1.399,0.771,0.430,23.08,8.59,25.46,2.26,0.84,2.50
24628.27,1.41201,0.78216,0.43719,1.412,0.782,0.437,23.24,9.06,25.90,2.28,0.89,2.54
24628.28,1.4242,0.79352,0.44477,1.424,0.794,0.445,23.39,9.38,26.48,2.29,0.92,2.60
24628.29,1.43702,0.80488,0.45235,1.437,0.805,0.452,23.39,9.84,27.36,2.29,0.97,2.68
24628.30,1.44998,0.81498,0.46032,1.450,0.815,0.460,23.08,10.31,27.79,2.26,1.01,2.73
24628.31,1.4628,0.82634,0.46803,1.463,0.826,0.468,23.39,11.09,28.38,2.29,1.09,2.78
24628.32,1.47575,0.8377,0.47599,1.476,0.838,0.476,23.24,11.56,28.82,2.28,1.13,2.83
24628.33,1.48832,0.84969,0.48435,1.488,0.850,0.484,23.24,11.88,29.26,2.28,1.16,2.87
24628.34,1.50038,0.86105,0.49219,1.500,0.861,0.492,23.39,11.88,29.55,2.29,1.16,2.90
24628.35,1.51194,0.87241,0.50105,1.512,0.872,0.501,23.08,11.72,29.99,2.26,1.15,2.94
24628.36,1.5226,0.8844,0.5094,1.523,0.884,0.509,23.24,11.72,30.42,2.28,1.15,2.98
24628.37,1.5325,0.89765,0.51814,1.533,0.898,0.518,23.39,11.72,30.86,2.29,1.15,3.03
24628.38,1.5419,0.90901,0.52714,1.542,0.909,0.527,23.24,12.03,31.01,2.28,1.18,3.04
24628.39,1.55028,0.9229,0.53613,1.550,0.923,0.536,23.39,12.66,31.45,2.29,1.24,3.08
24628.40,1.55853,0.93426,0.54525,1.559,0.934,0.545,23.39,13.44,32.03,2.29,1.32,3.14
24628.41,1.56552,0.94688,0.55463,1.566,0.947,0.555,23.39,14.22,32.76,2.29,1.39,3.21
24628.42,1.5725,0.96077,0.56389,1.573,0.961,0.564,23.39,14.84,33.20,2.29,1.46,3.26
24628.43,1.57834,0.97213,0.57352,1.578,0.972,0.574,23.08,15.16,33.78,2.26,1.49,3.31
24628.44,1.58418,0.98664,0.5829,1.584,0.987,0.583,23.08,15.31,34.08,2.26,1.50,3.34
24628.45,1.58901,0.998,0.59241,1.589,0.998,0.592,23.08,15.47,34.37,2.26,1.52,3.37
24628.46,1.59358,1.01315,0.60218,1.594,1.013,0.602,23.08,15.47,35.10,2.26,1.52,3.44
24628.47,1.59764,1.0264,0.6122,1.598,1.026,0.612,23.55,15.63,35.54,2.31,1.53,3.48
24628.48,1.6017,1.04092,0.62171,1.602,1.041,0.622,23.24,16.09,36.12,2.28,1.58,3.54
24628.49,1.60513,1.05417,0.63173,1.605,1.054,0.632,23.39,16.72,36.27,2.29,1.64,3.56
24628.50,1.60792,1.06868,0.64163,1.608,1.069,0.642,23.08,16.72,36.27,2.26,1.64,3.56
24628.51,1.61059,1.0832,0.65191,1.611,1.083,0.652,23.08,17.03,36.41,2.26,1.67,3.57
24628.52,1.61275,1.09708,0.6618,1.613,1.097,0.662,23.24,17.66,36.27,2.28,1.73,3.56
24628.53,1.61491,1.1116,0.67221,1.615,1.112,0.672,23.24,19.53,36.12,2.28,1.92,3.54
24628.54,1.61719,1.12548,0.68223,1.617,1.125,0.682,23.24,22.97,35.98,2.28,2.25,3.53
24628.55,1.61897,1.14063,0.69251,1.619,1.141,0.693,23.24,25.94,35.68,2.28,2.54,3.50
24628.56,1.62075,1.15641,0.70305,1.621,1.156,0.703,23.24,28.44,35.39,2.28,2.79,3.47
24628.57,1.6224,1.17029,0.71345,1.622,1.170,0.713,23.24,30.00,35.25,2.28,2.94,3.46
24628.58,1.62379,1.18607,0.72399,1.624,1.186,0.724,23.39,30.31,34.51,2.29,2.97,3.38
24628.59,1.62519,1.19995,0.73517,1.625,1.200,0.735,23.08,29.06,34.08,2.26,2.85,3.34
24628.60,1.62646,1.21573,0.74558,1.626,1.216,0.746,23.24,26.72,33.35,2.28,2.62,3.27
24628.61,1.62773,1.23088,0.7565,1.628,1.231,0.757,23.08,23.59,32.62,2.26,2.31,3.20
24628.62,1.62887,1.24666,0.76742,1.629,1.247,0.767,23.08,20.78,31.89,2.26,2.04,3.13
24628.63,1.62989,1.2618,0.7786,1.630,1.262,0.779,23.24,18.59,31.15,2.28,1.82,3.06
24628.64,1.6304,1.27884,0.78965,1.630,1.279,0.790,23.24,16.56,29.99,2.28,1.62,2.94
24628.65,1.63167,1.29273,0.80096,1.632,1.293,0.801,23.24,15.47,29.99,2.28,1.52,2.94
24628.66,1.63243,1.30977,0.8124,1.632,1.310,0.812,22.77,14.22,29.40,2.23,1.39,2.88
24628.67,1.63306,1.32554,0.82396,1.633,1.326,0.824,23.24,13.59,29.11,2.28,1.33,2.85
24628.68,1.63357,1.34069,0.83527,1.634,1.341,0.835,23.08,12.50,28.67,2.26,1.23,2.81
24628.69,1.63433,1.35584,0.84709,1.634,1.356,0.847,23.24,11.72,29.11,2.28,1.15,2.85
24628.70,1.63471,1.37351,0.85891,1.635,1.374,0.859,23.24,10.47,28.96,2.28,1.03,2.84
24628.71,1.63522,1.38739,0.8706,1.635,1.387,0.871,23.08,9.22,29.11,2.26,0.90,2.85
24628.72,1.6356,1.40443,0.88243,1.636,1.404,0.882,23.39,7.34,29.40,2.29,0.72,2.88
24628.73,1.63598,1.42021,0.89438,1.636,1.420,0.894,23.08,6.09,29.99,2.26,0.60,2.94
24628.74,1.63649,1.43725,0.90658,1.636,1.437,0.907,23.08,5.94,30.72,2.26,0.58,3.01
24628.75,1.63674,1.4524,0.91892,1.637,1.452,0.919,23.24,5.63,31.30,2.28,0.55,3.07
24628.76,1.63713,1.46944,0.93087,1.637,1.469,0.931,23.39,5.78,32.62,2.29,0.57,3.20
24628.77,1.63751,1.48521,0.94333,1.638,1.485,0.943,23.24,5.16,33.49,2.28,0.51,3.28
24628.78,1.63776,1.50099,0.9558,1.638,1.501,0.956,23.39,4.69,34.51,2.29,0.46,3.38
24628.79,1.63801,1.5174,0.96839,1.638,1.517,0.968,23.08,3.59,35.68,2.26,0.35,3.50
24628.80,1.63789,1.53381,0.98111,1.638,1.534,0.981,23.08,2.03,36.56,2.26,0.20,3.59
24628.81,1.63814,1.55085,0.99396,1.638,1.551,0.994,23.24,0.78,37.00,2.28,0.08,3.63
24628.82,1.63865,1.56663,1.00694,1.639,1.567,1.007,23.24,-0.63,37.29,2.28,-0.06,3.66
24628.83,1.63865,1.58303,1.02005,1.639,1.583,1.020,23.24,-0.78,37.87,2.28,-0.08,3.71
24628.84,1.63903,1.59944,1.03315,1.639,1.599,1.033,23.08,0.16,38.31,2.26,0.02,3.76
24628.85,1.63916,1.61648,1.04677,1.639,1.616,1.047,23.24,1.72,38.02,2.28,0.17,3.73
24628.86,1.63903,1.63289,1.06001,1.639,1.633,1.060,23.08,4.53,38.46,2.26,0.44,3.77
24628.87,1.63941,1.6493,1.07376,1.639,1.649,1.074,23.08,7.81,38.46,2.26,0.77,3.77
24628.88,1.63941,1.66508,1.08763,1.639,1.665,1.088,22.93,10.94,38.31,2.25,1.07,3.76
24628.89,1.63941,1.68338,1.10125,1.639,1.683,1.101,23.55,14.22,38.75,2.31,1.39,3.80
24628.90,1.63954,1.69916,1.11565,1.640,1.699,1.116,23.08,17.66,39.04,2.26,1.73,3.83
24628.91,1.63966,1.7162,1.12965,1.640,1.716,1.130,23.24,21.56,39.77,2.28,2.11,3.90
24628.92,1.63992,1.73198,1.14404,1.640,1.732,1.144,22.77,25.00,40.50,2.23,2.45,3.97
24628.93,1.64005,1.74965,1.15843,1.640,1.750,1.158,23.39,28.28,41.23,2.29,2.77,4.04
24628.94,1.63979,1.76606,1.17334,1.640,1.766,1.173,23.24,30.31,41.97,2.28,2.97,4.12
24628.95,1.6403,1.78183,1.18812,1.640,1.782,1.188,23.24,31.56,42.40,2.28,3.10,4.16
24628.96,1.64017,1.7995,1.20328,1.640,1.800,1.203,23.24,31.72,42.55,2.28,3.11,4.17
24628.97,1.6403,1.81654,1.21831,1.640,1.817,1.218,23.08,30.63,43.13,2.26,3.00,4.23
24628.98,1.64043,1.83421,1.23399,1.640,1.834,1.234,23.24,28.59,43.57,2.28,2.80,4.27
24628.99,1.64043,1.85189,1.2498,1.640,1.852,1.250,23.08,26.09,44.30,2.26,2.56,4.34
24629.00,1.64017,1.86703,1.26547,1.640,1.867,1.265,23.24,23.59,45.47,2.28,2.31,4.46
24629.01,1.6403,1.8847,1.2814,1.640,1.885,1.281,23.24,20.31,46.79,2.28,1.99,4.59
24629.02,1.64017,1.90174,1.2976,1.640,1.902,1.298,23.08,17.34,47.66,2.26,1.70,4.67
24629.03,1.64043,1.91878,1.31391,1.640,1.919,1.314,23.08,14.22,48.54,2.26,1.39,4.76
24629.04,1.6403,1.93645,1.33075,1.640,1.936,1.331,23.08,10.63,50.00,2.26,1.04,4.90
24629.05,1.64055,1.95476,1.34745,1.641,1.955,1.347,23.39,6.88,51.90,2.29,0.67,5.09
24629.06,1.64068,1.9718,1.36454,1.641,1.972,1.365,23.39,2.97,54.24,2.29,0.29,5.32
24629.07,1.64068,1.9901,1.3815,1.641,1.990,1.382,23.24,-0.63,56.72,2.28,-0.06,5.56
24629.08,1.64068,2.00714,1.39924,1.641,2.007,1.399,23.39,-3.13,59.35,2.29,-0.31,5.82
24629.09,1.64068,2.02607,1.41723,1.641,2.026,1.417,23.24,-4.53,61.98,2.28,-0.44,6.08
24629.10,1.64068,2.04311,1.43496,1.641,2.043,1.435,23.08,-5.31,64.75,2.26,-0.52,6.35
24629.11,1.64068,2.06078,1.45295,1.641,2.061,1.453,23.39,-5.78,67.38,2.29,-0.57,6.61
24629.12,1.64094,2.08034,1.47029,1.641,2.080,1.470,23.24,-6.41,70.01,2.28,-0.63,6.87
24629.13,1.64081,2.09928,1.48674,1.641,2.099,1.487,23.39,-6.41,72.35,2.29,-0.63,7.10
24629.14,1.64094,2.11884,1.50216,1.641,2.119,1.502,23.55,-5.47,75.13,2.31,-0.54,7.37
