"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",100-Hz data,Rapid failure period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original distance data; corr = corrected data to reflect slope-parallel distance m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
24635.93,1.64208,-0.01682,-0.011,1.642,0.017,0.011,-16.91,-47.03,20.49,-1.66,-4.63,2.02
24635.94,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-16.91,-47.03,20.64,-1.66,-4.61,2.01
24635.95,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-17.06,-47.03,20.20,-1.67,-4.61,2.02
24635.96,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-16.75,-47.03,20.05,-1.64,-4.61,1.98
24635.97,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-17.06,-47.19,20.34,-1.67,-4.61,1.97
24635.98,1.6422,-0.01555,-0.01087,1.642,0.016,0.011,-16.75,-47.03,20.34,-1.64,-4.63,2.00
24635.99,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.06,-46.88,20.34,-1.67,-4.61,2.00
24636.00,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-16.91,-46.72,20.20,-1.66,-4.60,2.00
24636.01,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-17.06,-47.03,20.49,-1.67,-4.58,1.98
24636.02,1.64233,-0.01618,-0.01113,1.642,0.016,0.011,-16.75,-46.72,20.49,-1.64,-4.61,2.01
24636.03,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.22,-46.72,20.49,-1.69,-4.58,2.01
24636.04,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-16.91,-46.56,20.49,-1.66,-4.58,2.01
24636.05,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-16.91,-47.03,20.49,-1.66,-4.57,2.01
24636.06,1.64208,-0.01492,-0.01075,1.642,0.015,0.011,-16.75,-46.56,20.64,-1.64,-4.61,2.01
24636.07,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.91,-46.56,20.64,-1.66,-4.57,2.02
24636.08,1.6422,-0.01555,-0.01139,1.642,0.016,0.011,-16.60,-46.56,20.64,-1.63,-4.57,2.02
24636.09,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-16.75,-46.25,20.78,-1.64,-4.57,2.02
24636.10,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-16.44,-46.09,20.49,-1.61,-4.54,2.04
24636.11,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-16.60,-46.56,20.64,-1.63,-4.52,2.01
24636.12,1.64208,-0.01429,-0.011,1.642,0.014,0.011,-16.44,-46.09,20.49,-1.61,-4.57,2.02
24636.13,1.64208,-0.01492,-0.01087,1.642,0.015,0.011,-16.60,-46.09,20.64,-1.63,-4.52,2.01
24636.14,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-16.29,-46.09,20.20,-1.60,-4.52,2.02
24636.15,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-16.75,-46.09,20.49,-1.64,-4.52,1.98
24636.16,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-16.60,-45.94,20.34,-1.63,-4.52,2.01
24636.17,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-16.60,-45.63,20.93,-1.63,-4.50,2.00
24636.18,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-16.75,-45.63,20.64,-1.64,-4.47,2.05
24636.19,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-16.75,-45.63,21.07,-1.64,-4.47,2.02
24636.20,1.64195,-0.01682,-0.011,1.642,0.017,0.011,-16.75,-45.63,20.78,-1.64,-4.47,2.07
24636.21,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-16.91,-45.47,20.93,-1.66,-4.47,2.04
24636.22,1.6422,-0.01555,-0.01087,1.642,0.016,0.011,-16.60,-45.47,21.07,-1.63,-4.46,2.05
24636.23,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-16.75,-45.16,21.07,-1.64,-4.46,2.07
24636.24,1.6422,-0.01492,-0.01126,1.642,0.015,0.011,-16.75,-45.00,21.07,-1.64,-4.43,2.07
24636.25,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-16.91,-45.31,20.93,-1.66,-4.41,2.07
24636.26,1.6422,-0.01618,-0.01087,1.642,0.016,0.011,-16.75,-45.16,21.07,-1.64,-4.44,2.05
24636.27,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.06,-44.69,20.64,-1.67,-4.43,2.07
24636.28,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-16.75,-44.84,20.78,-1.64,-4.38,2.02
24636.29,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-17.06,-44.84,20.64,-1.67,-4.40,2.04
24636.30,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.06,-44.53,20.64,-1.67,-4.40,2.02
24636.31,1.6422,-0.01682,-0.01113,1.642,0.017,0.011,-16.91,-44.53,20.34,-1.66,-4.37,2.02
24636.32,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-17.06,-44.53,20.34,-1.67,-4.37,2.00
24636.33,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.22,-44.53,20.20,-1.69,-4.37,2.00
24636.34,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.37,-44.38,20.20,-1.70,-4.37,1.98
24636.35,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.22,-44.53,20.05,-1.69,-4.35,1.98
24636.36,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-17.53,-44.22,20.34,-1.72,-4.37,1.97
24636.37,1.6422,-0.01555,-0.01087,1.642,0.016,0.011,-17.68,-44.06,20.20,-1.73,-4.34,2.00
24636.38,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.53,-44.06,20.05,-1.72,-4.32,1.98
24636.39,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.06,-44.06,20.05,-1.67,-4.32,1.97
24636.40,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.37,-44.06,20.05,-1.70,-4.32,1.97
24636.41,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-17.37,-43.91,20.05,-1.70,-4.32,1.97
24636.42,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.37,-43.91,20.20,-1.70,-4.31,1.97
24636.43,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-43.91,20.05,-1.73,-4.31,1.98
24636.44,1.64208,-0.01618,-0.01087,1.642,0.016,0.011,-17.37,-43.91,20.05,-1.70,-4.31,1.97
24636.45,1.64208,-0.01682,-0.011,1.642,0.017,0.011,-17.53,-43.91,20.34,-1.72,-4.31,1.97
24636.46,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-17.22,-44.06,20.20,-1.69,-4.31,2.00
24636.47,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.53,-44.22,20.34,-1.72,-4.32,1.98
24636.48,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.22,-43.91,20.05,-1.69,-4.34,2.00
24636.49,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-17.53,-44.38,19.91,-1.72,-4.31,1.97
24636.50,1.64233,-0.01492,-0.01087,1.642,0.015,0.011,-17.99,-44.22,19.76,-1.76,-4.35,1.95
24636.51,1.64233,-0.01682,-0.01126,1.642,0.017,0.011,-17.53,-44.22,19.76,-1.72,-4.34,1.94
24636.52,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.99,-44.53,19.61,-1.76,-4.34,1.94
24636.53,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-44.53,19.76,-1.75,-4.37,1.92
24636.54,1.64182,-0.01555,-0.01113,1.642,0.016,0.011,-17.84,-44.53,19.76,-1.75,-4.37,1.94
24636.55,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.68,-44.38,19.47,-1.73,-4.37,1.94
24636.56,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-44.69,19.61,-1.75,-4.35,1.91
24636.57,1.6422,-0.01618,-0.01087,1.642,0.016,0.011,-17.68,-44.69,19.47,-1.73,-4.38,1.92
24636.58,1.6422,-0.01682,-0.01126,1.642,0.017,0.011,-17.99,-44.53,19.32,-1.76,-4.38,1.91
24636.59,1.64233,-0.01618,-0.01113,1.642,0.016,0.011,-17.84,-44.53,19.32,-1.75,-4.37,1.89
24636.60,1.64195,-0.01618,-0.01126,1.642,0.016,0.011,-17.99,-44.38,19.18,-1.76,-4.37,1.89
24636.61,1.6422,-0.01682,-0.01113,1.642,0.017,0.011,-17.68,-44.53,19.18,-1.73,-4.35,1.88
24636.62,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.84,-44.22,18.88,-1.75,-4.37,1.88
24636.63,1.64182,-0.01745,-0.01113,1.642,0.017,0.011,-17.99,-44.53,19.03,-1.76,-4.34,1.85
24636.64,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.84,-44.38,19.03,-1.75,-4.37,1.87
24636.65,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-44.38,19.32,-1.73,-4.35,1.87
24636.66,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.99,-44.53,19.03,-1.76,-4.35,1.89
24636.67,1.64208,-0.01682,-0.01126,1.642,0.017,0.011,-17.84,-44.53,19.03,-1.75,-4.37,1.87
24636.68,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-44.06,19.32,-1.75,-4.37,1.87
24636.69,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.84,-44.22,18.88,-1.75,-4.32,1.89
24636.70,1.64233,-0.01618,-0.01113,1.642,0.016,0.011,-17.53,-44.06,19.32,-1.72,-4.34,1.85
24636.71,1.64233,-0.01555,-0.01087,1.642,0.016,0.011,-17.68,-43.91,19.32,-1.73,-4.32,1.89
24636.72,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-17.53,-43.91,19.32,-1.72,-4.31,1.89
24636.73,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-17.53,-44.06,19.32,-1.72,-4.31,1.89
24636.74,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.53,-43.44,19.18,-1.72,-4.32,1.89
24636.75,1.6422,-0.01618,-0.01087,1.642,0.016,0.011,-17.68,-43.91,19.18,-1.73,-4.26,1.88
24636.76,1.64195,-0.01618,-0.01126,1.642,0.016,0.011,-17.53,-43.59,19.18,-1.72,-4.31,1.88
24636.77,1.64208,-0.01682,-0.01113,1.642,0.017,0.011,-17.84,-43.13,19.18,-1.75,-4.28,1.88
24636.78,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-43.44,19.32,-1.75,-4.23,1.88
24636.79,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.84,-43.13,19.32,-1.75,-4.26,1.89
24636.80,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-18.15,-43.13,19.18,-1.78,-4.23,1.89
24636.81,1.64195,-0.01682,-0.01113,1.642,0.017,0.011,-17.68,-43.13,19.18,-1.73,-4.23,1.88
24636.82,1.64208,-0.01682,-0.01126,1.642,0.017,0.011,-17.68,-42.97,19.32,-1.73,-4.23,1.88
24636.83,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-17.68,-42.97,19.18,-1.73,-4.21,1.89
24636.84,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.53,-42.81,19.03,-1.72,-4.21,1.88
24636.85,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.53,-42.66,19.18,-1.72,-4.20,1.87
24636.86,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.53,-42.50,19.18,-1.72,-4.18,1.88
24636.87,1.64233,-0.01492,-0.01126,1.642,0.015,0.011,-17.68,-42.66,19.47,-1.73,-4.17,1.88
24636.88,1.64182,-0.01618,-0.01113,1.642,0.016,0.011,-17.84,-42.50,19.18,-1.75,-4.18,1.91
24636.89,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-17.84,-42.50,19.18,-1.75,-4.17,1.88
24636.90,1.64208,-0.01555,-0.01139,1.642,0.016,0.011,-17.68,-42.19,19.32,-1.73,-4.17,1.88
24636.91,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.68,-42.19,19.18,-1.73,-4.14,1.89
24636.92,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.53,-42.34,19.18,-1.72,-4.14,1.88
24636.93,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-42.03,19.18,-1.73,-4.15,1.88
24636.94,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.53,-42.03,19.32,-1.72,-4.12,1.88
24636.95,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-41.88,19.18,-1.73,-4.12,1.89
24636.96,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.53,-41.41,19.18,-1.72,-4.11,1.88
24636.97,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.84,-41.72,19.18,-1.75,-4.06,1.88
24636.98,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.68,-41.41,19.03,-1.73,-4.09,1.88
24636.99,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-41.25,19.18,-1.73,-4.06,1.87
24637.00,1.64233,-0.01682,-0.01113,1.642,0.017,0.011,-17.68,-41.41,19.03,-1.73,-4.05,1.88
24637.01,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-17.37,-41.41,19.18,-1.70,-4.06,1.87
24637.02,1.6422,-0.01682,-0.01075,1.642,0.017,0.011,-17.68,-41.09,18.88,-1.73,-4.06,1.88
24637.03,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-17.68,-40.94,18.88,-1.73,-4.03,1.85
24637.04,1.64233,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-40.94,18.88,-1.73,-4.01,1.85
24637.05,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.37,-41.09,19.18,-1.70,-4.01,1.85
24637.06,1.64208,-0.01555,-0.01087,1.642,0.016,0.011,-17.68,-40.63,19.03,-1.73,-4.03,1.88
24637.07,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.68,-40.94,19.03,-1.73,-3.98,1.87
24637.08,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.68,-40.78,18.88,-1.73,-4.01,1.87
24637.09,1.64208,-0.01745,-0.011,1.642,0.017,0.011,-17.84,-40.47,19.03,-1.75,-4.00,1.85
24637.10,1.64233,-0.01555,-0.01126,1.642,0.016,0.011,-17.99,-40.63,19.03,-1.76,-3.97,1.87
24637.11,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-17.68,-40.47,18.88,-1.73,-3.98,1.87
24637.12,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.84,-40.47,18.88,-1.75,-3.97,1.85
24637.13,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-17.68,-40.16,18.74,-1.73,-3.97,1.85
24637.14,1.64208,-0.01429,-0.01113,1.642,0.014,0.011,-17.53,-40.47,18.59,-1.72,-3.94,1.84
24637.15,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.53,-40.31,18.88,-1.72,-3.97,1.82
24637.16,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-17.84,-39.84,19.03,-1.75,-3.95,1.85
24637.17,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-18.15,-40.00,18.88,-1.78,-3.91,1.87
24637.18,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-40.00,18.88,-1.75,-3.92,1.85
24637.19,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-18.15,-39.69,18.74,-1.78,-3.92,1.85
24637.20,1.6422,-0.01492,-0.01087,1.642,0.015,0.011,-17.99,-39.69,18.74,-1.76,-3.89,1.84
24637.21,1.6422,-0.01618,-0.01126,1.642,0.016,0.011,-17.68,-39.69,19.03,-1.73,-3.89,1.84
24637.22,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-40.00,18.74,-1.75,-3.89,1.87
24637.23,1.64233,-0.01492,-0.011,1.642,0.015,0.011,-17.84,-39.53,18.88,-1.75,-3.92,1.84
24637.24,1.64195,-0.01555,-0.011,1.642,0.016,0.011,-17.99,-39.38,18.74,-1.76,-3.88,1.85
24637.25,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.68,-39.38,18.74,-1.73,-3.86,1.84
24637.26,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-39.69,18.44,-1.75,-3.86,1.84
24637.27,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.99,-39.53,18.74,-1.76,-3.89,1.81
24637.28,1.64208,-0.01682,-0.011,1.642,0.017,0.011,-17.84,-39.06,18.59,-1.75,-3.88,1.84
24637.29,1.6422,-0.01555,-0.01087,1.642,0.016,0.011,-18.15,-39.06,18.59,-1.78,-3.83,1.82
24637.30,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.99,-38.91,18.44,-1.76,-3.83,1.82
24637.31,1.64195,-0.01492,-0.01113,1.642,0.015,0.011,-17.84,-39.06,18.59,-1.75,-3.82,1.81
24637.32,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-17.84,-38.91,18.59,-1.75,-3.83,1.82
24637.33,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-18.15,-38.91,18.59,-1.78,-3.82,1.82
24637.34,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-17.84,-38.75,18.74,-1.75,-3.82,1.82
24637.35,1.6422,-0.01745,-0.01113,1.642,0.017,0.011,-18.15,-38.75,18.59,-1.78,-3.80,1.84
24637.36,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-38.75,18.74,-1.75,-3.80,1.82
24637.37,1.64195,-0.01682,-0.01113,1.642,0.017,0.011,-17.84,-38.59,18.44,-1.75,-3.80,1.84
24637.38,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-17.84,-38.44,18.74,-1.75,-3.78,1.81
24637.39,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.84,-38.59,18.30,-1.75,-3.77,1.84
24637.40,1.64195,-0.01618,-0.01126,1.642,0.016,0.011,-18.30,-38.59,18.59,-1.79,-3.78,1.79
24637.41,1.64195,-0.01682,-0.01113,1.642,0.017,0.011,-17.99,-38.44,18.30,-1.76,-3.78,1.82
24637.42,1.6422,-0.01492,-0.01113,1.642,0.015,0.011,-17.99,-38.13,18.59,-1.76,-3.77,1.79
24637.43,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.99,-38.13,18.44,-1.76,-3.74,1.82
24637.44,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.84,-38.28,18.44,-1.75,-3.74,1.81
24637.45,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.84,-38.28,18.30,-1.75,-3.75,1.81
24637.46,1.6422,-0.01492,-0.011,1.642,0.015,0.011,-17.84,-38.13,18.59,-1.75,-3.75,1.79
24637.47,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-17.84,-38.13,18.44,-1.75,-3.74,1.82
24637.48,1.6422,-0.01682,-0.01113,1.642,0.017,0.011,-17.84,-38.28,18.30,-1.75,-3.74,1.81
24637.49,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-17.99,-38.13,18.44,-1.76,-3.75,1.79
24637.50,1.6422,-0.01682,-0.01113,1.642,0.017,0.011,-17.99,-38.28,18.44,-1.76,-3.74,1.81
24637.51,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.84,-38.59,18.44,-1.75,-3.75,1.81
24637.52,1.64208,-0.01492,-0.01139,1.642,0.015,0.011,-17.53,-38.59,18.30,-1.72,-3.78,1.81
24637.53,1.6422,-0.01682,-0.01126,1.642,0.017,0.011,-17.99,-38.91,18.74,-1.76,-3.78,1.79
24637.54,1.64195,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-38.75,18.59,-1.73,-3.82,1.84
24637.55,1.64195,-0.01429,-0.01113,1.642,0.014,0.011,-17.84,-39.38,18.30,-1.75,-3.80,1.82
24637.56,1.64208,-0.01618,-0.011,1.642,0.016,0.011,-17.53,-39.53,18.30,-1.72,-3.86,1.79
24637.57,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-17.68,-39.69,18.44,-1.73,-3.88,1.79
24637.58,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-17.84,-39.53,18.15,-1.75,-3.89,1.81
24637.59,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.53,-39.53,18.15,-1.72,-3.88,1.78
24637.60,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.68,-39.84,18.15,-1.73,-3.88,1.78
24637.61,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.53,-39.53,18.30,-1.72,-3.91,1.78
24637.62,1.64233,-0.01618,-0.01087,1.642,0.016,0.011,-17.68,-40.00,18.30,-1.73,-3.88,1.79
24637.63,1.64208,-0.01492,-0.011,1.642,0.015,0.011,-17.68,-39.84,18.15,-1.73,-3.92,1.79
24637.64,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.37,-40.00,18.30,-1.70,-3.91,1.78
24637.65,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.53,-39.84,18.44,-1.72,-3.92,1.79
24637.66,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.84,-40.16,18.74,-1.75,-3.91,1.81
24637.67,1.64182,-0.01618,-0.01113,1.642,0.016,0.011,-17.68,-40.16,18.15,-1.73,-3.94,1.84
24637.68,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.37,-40.00,18.30,-1.70,-3.94,1.78
24637.69,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.22,-40.16,18.30,-1.69,-3.92,1.79
24637.70,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-17.53,-40.00,18.15,-1.72,-3.94,1.79
24637.71,1.64208,-0.01618,-0.01139,1.642,0.016,0.011,-17.37,-40.16,18.15,-1.70,-3.92,1.78
24637.72,1.6422,-0.01682,-0.011,1.642,0.017,0.011,-17.37,-40.00,18.44,-1.70,-3.94,1.78
24637.73,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.53,-40.16,18.44,-1.72,-3.92,1.81
24637.74,1.64208,-0.01555,-0.011,1.642,0.016,0.011,-17.22,-40.31,18.44,-1.69,-3.94,1.81
24637.75,1.64233,-0.01618,-0.01113,1.642,0.016,0.011,-17.37,-39.84,18.01,-1.70,-3.95,1.81
24637.76,1.64208,-0.01555,-0.01113,1.642,0.016,0.011,-17.37,-39.84,18.15,-1.70,-3.91,1.77
24637.77,1.64208,-0.01682,-0.01126,1.642,0.017,0.011,-17.37,-39.84,18.44,-1.70,-3.91,1.78
24637.78,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.37,-40.00,18.30,-1.70,-3.91,1.81
24637.79,1.6422,-0.01618,-0.011,1.642,0.016,0.011,-17.22,-39.84,18.59,-1.69,-3.92,1.79
24637.80,1.64233,-0.01555,-0.01126,1.642,0.016,0.011,-17.22,-39.84,18.15,-1.69,-3.91,1.82
24637.81,1.64208,-0.01682,-0.011,1.642,0.017,0.011,-17.53,-39.84,18.44,-1.72,-3.91,1.78
24637.82,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.37,-39.53,18.15,-1.70,-3.91,1.81
24637.83,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.37,-39.69,18.30,-1.70,-3.88,1.78
24637.84,1.64195,-0.01555,-0.01113,1.642,0.016,0.011,-17.37,-39.69,18.30,-1.70,-3.89,1.79
24637.85,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.68,-39.69,18.44,-1.73,-3.89,1.79
24637.86,1.64246,-0.01682,-0.01113,1.642,0.017,0.011,-17.22,-39.69,18.30,-1.69,-3.89,1.81
24637.87,1.64208,-0.01492,-0.01113,1.642,0.015,0.011,-17.53,-39.38,18.01,-1.72,-3.89,1.79
24637.88,1.64195,-0.01618,-0.01087,1.642,0.016,0.011,-17.37,-39.69,18.59,-1.70,-3.86,1.77
24637.89,1.64208,-0.01618,-0.01087,1.642,0.016,0.011,-17.53,-39.38,18.30,-1.72,-3.89,1.82
24637.90,1.64208,-0.01618,-0.01126,1.642,0.016,0.011,-17.37,-39.38,18.59,-1.70,-3.86,1.79
24637.91,1.64246,-0.01618,-0.01113,1.642,0.016,0.011,-17.37,-39.69,18.30,-1.70,-3.86,1.82
24637.92,1.64208,-0.01555,-0.01126,1.642,0.016,0.011,-17.37,-39.53,18.15,-1.70,-3.89,1.79
24637.93,1.64233,-0.01555,-0.01126,1.642,0.016,0.011,-17.06,-39.38,18.15,-1.67,-3.88,1.78
24637.94,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.37,-39.53,18.01,-1.70,-3.86,1.78
24637.95,1.64208,-0.01682,-0.011,1.642,0.017,0.011,-17.22,-39.38,18.01,-1.69,-3.88,1.77
24637.96,1.64195,-0.01555,-0.01087,1.642,0.016,0.011,-17.06,-39.38,18.30,-1.67,-3.86,1.77
24637.97,1.6422,-0.01555,-0.011,1.642,0.016,0.011,-17.68,-39.38,18.15,-1.73,-3.86,1.79
24637.98,1.64208,-0.01618,-0.01113,1.642,0.016,0.011,-17.22,-39.53,18.44,-1.69,-3.86,1.78
24637.99,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.53,-39.06,18.30,-1.72,-3.88,1.81
24638.00,1.6422,-0.01618,-0.01113,1.642,0.016,0.011,-17.37,-39.22,18.30,-1.70,-3.83,1.79
24638.01,1.64195,-0.01555,-0.01139,1.642,0.016,0.011,-17.22,-38.91,18.01,-1.69,-3.85,1.79
24638.02,1.64208,-0.01618,-0.01087,1.642,0.016,0.011,-17.22,-39.22,18.01,-1.69,-3.82,1.77
24638.03,1.64208,-0.01492,-0.01126,1.642,0.015,0.011,-17.37,-39.06,18.30,-1.70,-3.85,1.77
24638.04,1.6422,-0.01555,-0.01113,1.642,0.016,0.011,-17.22,-38.91,18.15,-1.69,-3.83,1.79
24638.05,1.64195,-0.01555,-0.01126,1.642,0.016,0.011,-17.06,-38.75,18.15,-1.67,-3.82,1.78
24638.06,1.6422,-0.01618,-0.01087,1.642,0.016,0.011,-17.53,-38.75,17.86,-1.72,-3.80,1.78
24638.07,1.6422,-0.01555,-0.01126,1.642,0.016,0.011,-17.06,-38.91,18.15,-1.67,-3.80,1.75
24638.08,1.64208,-0.01682,-0.01075,1.642,0.017,0.011,-17.53,-38.59,18.15,-1.72,-3.82,1.78
24638.09,1.64208,-0.01682,-0.01126,1.642,0.017,0.011,-17.22,-38.75,18.30,-1.69,-3.78,1.78
24638.10,1.64195,-0.01618,-0.011,1.642,0.016,0.011,-17.53,-38.75,18.01,-1.72,-3.80,1.79
24638.11,1.64195,-0.01618,-0.01126,1.642,0.016,0.011,-17.37,-38.91,17.86,-1.70,-3.80,1.77
