"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",1-Hz downsampled data,Complete period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original extensometer wire oblique distance; corr = corrected distance to reflect slope-parallel displacement; m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
16922.00 ,0.06031,0.05134,0.06687,0.002,0.008,0.001,22.00,2.66,-13.26,2.16,0.26,-1.30
16923.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.15,2.50,-13.11,2.17,0.25,-1.29
16924.00 ,0.06031,0.05134,0.06687,0.002,0.008,0.001,22.00,2.81,-13.26,2.16,0.28,-1.30
16925.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,21.84,2.50,-13.11,2.14,0.25,-1.29
16926.00 ,0.06031,0.05008,0.06699,0.002,0.007,0.001,22.00,2.50,-12.96,2.16,0.25,-1.27
16927.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.00,2.50,-13.26,2.16,0.25,-1.30
16928.00 ,0.05993,0.05134,0.06712,0.002,0.008,0.001,22.00,2.66,-13.26,2.16,0.26,-1.30
16929.00 ,0.06006,0.05197,0.06674,0.002,0.009,0.001,22.15,2.50,-12.82,2.17,0.25,-1.26
16930.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.00,2.50,-12.82,2.16,0.25,-1.26
16931.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.15,2.97,-12.96,2.17,0.29,-1.27
16932.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.15,2.81,-13.11,2.17,0.28,-1.29
16933.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.15,2.81,-13.11,2.17,0.28,-1.29
16934.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.31,2.66,-12.96,2.19,0.26,-1.27
16935.00 ,0.06018,0.05197,0.06699,0.002,0.009,0.001,22.00,2.97,-12.67,2.16,0.29,-1.24
16936.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.15,2.66,-12.67,2.17,0.26,-1.24
16937.00 ,0.06031,0.05071,0.06712,0.002,0.008,0.001,22.00,2.66,-12.67,2.16,0.26,-1.24
16938.00 ,0.06018,0.05071,0.06712,0.002,0.008,0.001,21.84,2.50,-12.53,2.14,0.25,-1.23
16939.00 ,0.06031,0.05071,0.06699,0.002,0.008,0.001,21.84,2.81,-12.53,2.14,0.28,-1.23
16940.00 ,0.06031,0.05197,0.06687,0.002,0.009,0.001,22.00,2.81,-12.67,2.16,0.28,-1.24
16941.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.00,2.81,-12.53,2.16,0.28,-1.23
16942.00 ,0.05993,0.05071,0.06699,0.002,0.008,0.001,22.00,2.97,-12.67,2.16,0.29,-1.24
16943.00 ,0.06031,0.05071,0.06661,0.002,0.008,0.001,22.15,2.66,-12.67,2.17,0.26,-1.24
16944.00 ,0.06018,0.05071,0.06712,0.002,0.008,0.001,22.00,2.97,-12.53,2.16,0.29,-1.23
16945.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.15,2.66,-12.23,2.17,0.26,-1.20
16946.00 ,0.06031,0.05071,0.06699,0.002,0.008,0.001,22.00,2.81,-12.53,2.16,0.28,-1.23
16947.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.00,2.66,-12.53,2.16,0.26,-1.23
16948.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.84,2.66,-13.26,2.14,0.26,-1.30
16949.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.84,2.66,-13.26,2.14,0.26,-1.30
16950.00 ,0.06018,0.05197,0.06712,0.002,0.009,0.001,22.15,2.81,-13.11,2.17,0.28,-1.29
16951.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.15,2.66,-13.26,2.17,0.26,-1.30
16952.00 ,0.06018,0.05071,0.06661,0.002,0.008,0.001,22.00,2.97,-12.96,2.16,0.29,-1.27
16953.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.53,2.97,-12.96,2.11,0.29,-1.27
16954.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.00,2.50,-12.82,2.16,0.25,-1.26
16955.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.00,2.66,-12.67,2.16,0.26,-1.24
16956.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.15,2.66,-12.67,2.17,0.26,-1.24
16957.00 ,0.06006,0.05134,0.06674,0.002,0.008,0.001,22.15,2.66,-12.96,2.17,0.26,-1.27
16958.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,22.00,2.81,-12.82,2.16,0.28,-1.26
16959.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,22.15,2.66,-12.67,2.17,0.26,-1.24
16960.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.15,2.50,-12.53,2.17,0.25,-1.23
16961.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,21.84,2.50,-12.38,2.14,0.25,-1.21
16962.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.00,2.66,-12.23,2.16,0.26,-1.20
16963.00 ,0.06018,0.05197,0.06674,0.002,0.009,0.001,22.15,2.66,-12.23,2.17,0.26,-1.20
16964.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,21.84,2.66,-12.09,2.14,0.26,-1.19
16965.00 ,0.06018,0.05197,0.06674,0.002,0.009,0.001,22.31,2.97,-12.09,2.19,0.29,-1.19
16966.00 ,0.06006,0.05071,0.06725,0.002,0.008,0.002,21.84,3.28,-12.38,2.14,0.32,-1.21
16967.00 ,0.06031,0.05071,0.06699,0.002,0.008,0.001,22.00,2.81,-12.09,2.16,0.28,-1.19
16968.00 ,0.06031,0.05008,0.06725,0.002,0.007,0.002,22.00,2.81,-12.53,2.16,0.28,-1.23
16969.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,21.84,2.97,-12.67,2.14,0.29,-1.24
16970.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.00,2.66,-12.38,2.16,0.26,-1.21
16971.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,21.84,2.97,-12.53,2.14,0.29,-1.23
16972.00 ,0.06018,0.05071,0.06661,0.002,0.008,0.001,21.84,2.97,-12.38,2.14,0.29,-1.21
16973.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.00,2.97,-12.23,2.16,0.29,-1.20
16974.00 ,0.06018,0.05071,0.06712,0.002,0.008,0.001,22.15,2.97,-12.09,2.17,0.29,-1.19
16975.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.31,3.28,-12.38,2.19,0.32,-1.21
16976.00 ,0.06006,0.05197,0.06674,0.002,0.009,0.001,22.15,2.97,-12.23,2.17,0.29,-1.20
16977.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.00,2.97,-11.80,2.16,0.29,-1.16
16978.00 ,0.06031,0.05134,0.06687,0.002,0.008,0.001,22.15,3.28,-11.80,2.17,0.32,-1.16
16979.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,22.00,3.13,-11.94,2.16,0.31,-1.17
16980.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.31,3.28,-12.09,2.19,0.32,-1.19
16981.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.15,3.13,-12.09,2.17,0.31,-1.19
16982.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.31,3.13,-11.80,2.19,0.31,-1.16
16983.00 ,0.06031,0.05071,0.06712,0.002,0.008,0.001,22.15,3.28,-12.09,2.17,0.32,-1.19
16984.00 ,0.06031,0.04945,0.06699,0.002,0.006,0.001,22.15,3.28,-11.80,2.17,0.32,-1.16
16985.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.46,3.28,-11.80,2.20,0.32,-1.16
16986.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.31,2.81,-11.94,2.19,0.28,-1.17
16987.00 ,0.06018,0.04945,0.06674,0.002,0.006,0.001,22.31,3.13,-11.80,2.19,0.31,-1.16
16988.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.31,3.13,-11.94,2.19,0.31,-1.17
16989.00 ,0.06031,0.05008,0.06699,0.002,0.007,0.001,22.15,3.28,-11.65,2.17,0.32,-1.14
16990.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,22.62,3.28,-11.65,2.22,0.32,-1.14
16991.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.46,2.97,-11.50,2.20,0.29,-1.13
16992.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.46,2.97,-11.36,2.20,0.29,-1.11
16993.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,22.31,3.28,-11.21,2.19,0.32,-1.10
16994.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.15,3.28,-11.36,2.17,0.32,-1.11
16995.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.15,3.28,-11.36,2.17,0.32,-1.11
16996.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,22.46,3.13,-11.21,2.20,0.31,-1.10
16997.00 ,0.06006,0.05008,0.06699,0.002,0.007,0.001,22.00,3.28,-11.36,2.16,0.32,-1.11
16998.00 ,0.06044,0.05197,0.06687,0.003,0.009,0.001,22.46,2.97,-11.94,2.20,0.29,-1.17
16999.00 ,0.06006,0.05134,0.06674,0.002,0.008,0.001,22.62,3.13,-11.65,2.22,0.31,-1.14
17000.00 ,0.06031,0.05008,0.06699,0.002,0.007,0.001,22.62,3.28,-11.50,2.22,0.32,-1.13
17001.00 ,0.06044,0.05197,0.06712,0.003,0.009,0.001,22.46,2.97,-11.50,2.20,0.29,-1.13
17002.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,22.62,3.28,-11.36,2.22,0.32,-1.11
17003.00 ,0.06031,0.05134,0.06674,0.002,0.008,0.001,22.46,2.97,-11.36,2.20,0.29,-1.11
17004.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,22.46,3.28,-11.36,2.20,0.32,-1.11
17005.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,22.77,3.13,-11.06,2.23,0.31,-1.08
17006.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,22.77,3.13,-11.21,2.23,0.31,-1.10
17007.00 ,0.0598,0.05008,0.06687,0.002,0.007,0.001,22.62,3.28,-11.06,2.22,0.32,-1.08
17008.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.62,3.28,-10.92,2.22,0.32,-1.07
17009.00 ,0.06018,0.05008,0.06712,0.002,0.007,0.001,22.77,3.28,-11.06,2.23,0.32,-1.08
17010.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.77,3.28,-10.77,2.23,0.32,-1.06
17011.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.62,3.44,-10.77,2.22,0.34,-1.06
17012.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.93,3.44,-10.33,2.25,0.34,-1.01
17013.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,22.62,3.44,-10.63,2.22,0.34,-1.04
17014.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.62,3.28,-10.63,2.22,0.32,-1.04
17015.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.77,3.44,-10.48,2.23,0.34,-1.03
17016.00 ,0.06018,0.05197,0.06699,0.002,0.009,0.001,22.77,3.59,-10.77,2.23,0.35,-1.06
17017.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.77,3.75,-10.33,2.23,0.37,-1.01
17018.00 ,0.06031,0.05008,0.06674,0.002,0.007,0.001,22.77,3.44,-10.33,2.23,0.34,-1.01
17019.00 ,0.06031,0.05008,0.06699,0.002,0.007,0.001,22.46,3.44,-10.63,2.20,0.34,-1.04
17020.00 ,0.06031,0.05008,0.06699,0.002,0.007,0.001,22.77,3.59,-10.92,2.23,0.35,-1.07
17021.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.62,3.44,-10.48,2.22,0.34,-1.03
17022.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,23.08,3.59,-10.48,2.26,0.35,-1.03
17023.00 ,0.06044,0.05197,0.06674,0.003,0.009,0.001,23.24,3.59,-10.19,2.28,0.35,-1.00
17024.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.08,3.28,-10.19,2.26,0.32,-1.00
17025.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,22.77,3.44,-10.04,2.23,0.34,-0.98
17026.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,22.93,3.59,-9.75,2.25,0.35,-0.96
17027.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,22.93,3.44,-9.75,2.25,0.34,-0.96
17028.00 ,0.05993,0.05071,0.06699,0.002,0.008,0.001,23.08,3.59,-10.19,2.26,0.35,-1.00
17029.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,23.08,3.44,-10.04,2.26,0.34,-0.98
17030.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,23.08,3.44,-10.19,2.26,0.34,-1.00
17031.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.24,3.44,-10.04,2.28,0.34,-0.98
17032.00 ,0.06006,0.05134,0.06699,0.002,0.008,0.001,23.08,3.44,-9.90,2.26,0.34,-0.97
17033.00 ,0.06018,0.05261,0.06687,0.002,0.010,0.001,23.08,3.59,-9.46,2.26,0.35,-0.93
17034.00 ,0.05993,0.05197,0.06687,0.002,0.009,0.001,22.93,3.44,-9.31,2.25,0.34,-0.91
17035.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,23.08,3.44,-9.02,2.26,0.34,-0.88
17036.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,23.24,3.59,-9.17,2.28,0.35,-0.90
17037.00 ,0.06031,0.05071,0.06674,0.002,0.008,0.001,23.39,3.75,-9.46,2.29,0.37,-0.93
17038.00 ,0.06031,0.05071,0.06687,0.002,0.008,0.001,23.08,3.28,-9.31,2.26,0.32,-0.91
17039.00 ,0.06031,0.05134,0.06674,0.002,0.008,0.001,23.24,3.91,-9.90,2.28,0.38,-0.97
17040.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.55,3.59,-9.90,2.31,0.35,-0.97
17041.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,23.39,3.59,-9.90,2.29,0.35,-0.97
17042.00 ,0.06031,0.05008,0.06674,0.002,0.007,0.001,23.24,3.59,-9.60,2.28,0.35,-0.94
17043.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,23.55,3.75,-9.75,2.31,0.37,-0.96
17044.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,23.08,3.59,-9.46,2.26,0.35,-0.93
17045.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,23.39,3.75,-9.46,2.29,0.37,-0.93
17046.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,23.24,3.59,-9.46,2.28,0.35,-0.93
17047.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,23.39,3.44,-9.46,2.29,0.34,-0.93
17048.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,23.24,3.91,-9.17,2.28,0.38,-0.90
17049.00 ,0.06006,0.04945,0.06712,0.002,0.006,0.001,23.39,3.75,-9.02,2.29,0.37,-0.88
17050.00 ,0.06018,0.05008,0.06712,0.002,0.007,0.001,23.55,3.91,-9.17,2.31,0.38,-0.90
17051.00 ,0.06031,0.05134,0.06687,0.002,0.008,0.001,23.24,3.91,-9.02,2.28,0.38,-0.88
17052.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,23.08,3.44,-9.02,2.26,0.34,-0.88
17053.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,23.24,3.44,-8.87,2.28,0.34,-0.87
17054.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,23.39,3.59,-8.87,2.29,0.35,-0.87
17055.00 ,0.05993,0.05134,0.06674,0.002,0.008,0.001,23.08,3.28,-8.73,2.26,0.32,-0.86
17056.00 ,0.06031,0.05134,0.06712,0.002,0.008,0.001,23.39,3.59,-9.31,2.29,0.35,-0.91
17057.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,23.24,3.59,-9.02,2.28,0.35,-0.88
17058.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.24,3.59,-9.31,2.28,0.35,-0.91
17059.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.08,3.59,-9.02,2.26,0.35,-0.88
17060.00 ,0.06031,0.05008,0.06712,0.002,0.007,0.001,23.39,3.59,-9.17,2.29,0.35,-0.90
17061.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,23.39,3.59,-8.87,2.29,0.35,-0.87
17062.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,23.24,3.44,-9.17,2.28,0.34,-0.90
17063.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.24,3.44,-9.02,2.28,0.34,-0.88
17064.00 ,0.06006,0.05071,0.06661,0.002,0.008,0.001,23.39,3.44,-9.17,2.29,0.34,-0.90
17065.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,22.93,3.28,-9.17,2.25,0.32,-0.90
17066.00 ,0.06018,0.05197,0.06699,0.002,0.009,0.001,23.24,3.91,-9.02,2.28,0.38,-0.88
17067.00 ,0.06018,0.05008,0.06674,0.002,0.007,0.001,23.08,3.59,-9.17,2.26,0.35,-0.90
17068.00 ,0.06018,0.04945,0.06699,0.002,0.006,0.001,23.24,3.44,-8.87,2.28,0.34,-0.87
17069.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.24,3.44,-9.02,2.28,0.34,-0.88
17070.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,23.70,3.44,-8.87,2.32,0.34,-0.87
17071.00 ,0.06031,0.05134,0.06674,0.002,0.008,0.001,23.39,3.44,-8.73,2.29,0.34,-0.86
17072.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.08,3.28,-9.02,2.26,0.32,-0.88
17073.00 ,0.06018,0.05008,0.06712,0.002,0.007,0.001,23.08,3.59,-8.73,2.26,0.35,-0.86
17074.00 ,0.06006,0.05261,0.06674,0.002,0.010,0.001,23.24,3.44,-8.58,2.28,0.34,-0.84
17075.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.24,3.28,-8.73,2.28,0.32,-0.86
17076.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.55,3.13,-8.87,2.31,0.31,-0.87
17077.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,23.24,3.44,-8.87,2.28,0.34,-0.87
17078.00 ,0.06031,0.05134,0.06699,0.002,0.008,0.001,23.39,3.28,-8.87,2.29,0.32,-0.87
17079.00 ,0.06044,0.05071,0.06687,0.003,0.008,0.001,23.08,3.59,-8.58,2.26,0.35,-0.84
17080.00 ,0.06018,0.04945,0.06687,0.002,0.006,0.001,23.24,3.59,-8.73,2.28,0.35,-0.86
17081.00 ,0.06018,0.05197,0.06674,0.002,0.009,0.001,23.24,3.28,-8.87,2.28,0.32,-0.87
17082.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.39,3.28,-8.87,2.29,0.32,-0.87
17083.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.08,3.13,-8.58,2.26,0.31,-0.84
17084.00 ,0.06018,0.04945,0.06699,0.002,0.006,0.001,23.39,3.28,-9.46,2.29,0.32,-0.93
17085.00 ,0.06031,0.05134,0.06674,0.002,0.008,0.001,23.24,3.44,-9.31,2.28,0.34,-0.91
17086.00 ,0.06018,0.05134,0.06674,0.002,0.008,0.001,23.08,3.59,-9.46,2.26,0.35,-0.93
17087.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.55,3.44,-9.17,2.31,0.34,-0.90
17088.00 ,0.05993,0.05071,0.06674,0.002,0.008,0.001,23.24,3.44,-9.17,2.28,0.34,-0.90
17089.00 ,0.06044,0.05197,0.06699,0.003,0.009,0.001,23.08,3.28,-9.02,2.26,0.32,-0.88
17090.00 ,0.06006,0.05008,0.06674,0.002,0.007,0.001,23.24,3.28,-8.87,2.28,0.32,-0.87
17091.00 ,0.06044,0.05197,0.06687,0.003,0.009,0.001,23.24,3.28,-8.58,2.28,0.32,-0.84
17092.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,23.55,3.28,-8.87,2.31,0.32,-0.87
17093.00 ,0.06018,0.05008,0.06699,0.002,0.007,0.001,23.24,3.28,-8.58,2.28,0.32,-0.84
17094.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.93,3.28,-8.58,2.25,0.32,-0.84
17095.00 ,0.06006,0.05071,0.06699,0.002,0.008,0.001,23.55,3.13,-8.87,2.31,0.31,-0.87
17096.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,23.39,3.59,-8.87,2.29,0.35,-0.87
17097.00 ,0.06031,0.05008,0.06699,0.002,0.007,0.001,22.93,3.28,-9.02,2.25,0.32,-0.88
17098.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,23.24,3.13,-9.02,2.28,0.31,-0.88
17099.00 ,0.06018,0.04945,0.06674,0.002,0.006,0.001,23.08,3.13,-8.87,2.26,0.31,-0.87
17100.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.08,3.28,-8.87,2.26,0.32,-0.87
17101.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.08,3.28,-8.87,2.26,0.32,-0.87
17102.00 ,0.05993,0.05071,0.06661,0.002,0.008,0.001,23.24,3.28,-8.87,2.28,0.32,-0.87
17103.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,23.08,3.44,-8.73,2.26,0.34,-0.86
17104.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.93,3.28,-8.73,2.25,0.32,-0.86
17105.00 ,0.06006,0.05071,0.06674,0.002,0.008,0.001,23.08,3.13,-8.73,2.26,0.31,-0.86
17106.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,23.08,3.44,-8.58,2.26,0.34,-0.84
17107.00 ,0.06018,0.05008,0.06661,0.002,0.007,0.001,23.08,2.97,-8.58,2.26,0.29,-0.84
17108.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.93,3.13,-8.73,2.25,0.31,-0.86
17109.00 ,0.06006,0.05071,0.06712,0.002,0.008,0.001,22.93,3.13,-8.87,2.25,0.31,-0.87
17110.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,23.08,3.13,-9.02,2.26,0.31,-0.88
17111.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.93,3.44,-8.73,2.25,0.34,-0.86
17112.00 ,0.06018,0.05197,0.06674,0.002,0.009,0.001,22.93,2.97,-9.46,2.25,0.29,-0.93
17113.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,23.08,3.28,-9.02,2.26,0.32,-0.88
17114.00 ,0.06018,0.05071,0.06674,0.002,0.008,0.001,22.93,3.59,-9.17,2.25,0.35,-0.90
17115.00 ,0.06018,0.05134,0.06699,0.002,0.008,0.001,22.93,3.28,-8.87,2.25,0.32,-0.87
17116.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.93,3.59,-9.02,2.25,0.35,-0.88
17117.00 ,0.06018,0.04945,0.06699,0.002,0.006,0.001,22.93,3.13,-8.87,2.25,0.31,-0.87
17118.00 ,0.05993,0.05071,0.06712,0.002,0.008,0.001,22.93,3.13,-8.58,2.25,0.31,-0.84
17119.00 ,0.06006,0.05197,0.06687,0.002,0.009,0.001,22.93,3.44,-8.58,2.25,0.34,-0.84
17120.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.77,2.81,-8.87,2.23,0.28,-0.87
17121.00 ,0.06006,0.05134,0.06687,0.002,0.008,0.001,22.93,3.28,-8.87,2.25,0.32,-0.87
17122.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.77,3.28,-8.73,2.23,0.32,-0.86
17123.00 ,0.06031,0.05071,0.06661,0.002,0.008,0.001,23.08,3.13,-8.44,2.26,0.31,-0.83
17124.00 ,0.06044,0.05071,0.06674,0.003,0.008,0.001,23.24,3.13,-8.58,2.28,0.31,-0.84
17125.00 ,0.06018,0.05197,0.06687,0.002,0.009,0.001,22.93,3.13,-8.73,2.25,0.31,-0.86
17126.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,23.24,3.44,-8.58,2.28,0.34,-0.84
17127.00 ,0.06031,0.04945,0.06699,0.002,0.006,0.001,23.08,3.28,-8.73,2.26,0.32,-0.86
17128.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.77,3.28,-8.44,2.23,0.32,-0.83
17129.00 ,0.05993,0.05008,0.06687,0.002,0.007,0.001,23.08,2.97,-8.44,2.26,0.29,-0.83
17130.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.77,3.28,-8.44,2.23,0.32,-0.83
17131.00 ,0.06018,0.05071,0.06699,0.002,0.008,0.001,23.08,3.28,-8.14,2.26,0.32,-0.80
17132.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,22.77,3.13,-8.29,2.23,0.31,-0.81
17133.00 ,0.06018,0.05008,0.06661,0.002,0.007,0.001,22.93,3.13,-8.29,2.25,0.31,-0.81
17134.00 ,0.0598,0.05008,0.06699,0.002,0.007,0.001,22.77,3.28,-8.29,2.23,0.32,-0.81
17135.00 ,0.06031,0.05134,0.06699,0.002,0.008,0.001,23.08,3.44,-8.29,2.26,0.34,-0.81
17136.00 ,0.06018,0.05008,0.06712,0.002,0.007,0.001,23.08,3.44,-8.44,2.26,0.34,-0.83
17137.00 ,0.06031,0.05008,0.06674,0.002,0.007,0.001,22.77,2.97,-8.14,2.23,0.29,-0.80
17138.00 ,0.06018,0.05008,0.06687,0.002,0.007,0.001,22.93,2.97,-9.02,2.25,0.29,-0.88
17139.00 ,0.06006,0.05071,0.06687,0.002,0.008,0.001,22.77,3.13,-8.73,2.23,0.31,-0.86
17140.00 ,0.06031,0.05197,0.06687,0.002,0.009,0.001,22.93,2.97,-8.73,2.25,0.29,-0.86
17141.00 ,0.06018,0.05134,0.06687,0.002,0.008,0.001,22.93,3.28,-9.02,2.25,0.32,-0.88
17142.00 ,0.06018,0.04945,0.06687,0.002,0.006,0.001,22.93,3.13,-9.17,2.25,0.31,-0.90
17143.00 ,0.06006,0.05008,0.06687,0.002,0.007,0.001,23.24,3.28,-8.73,2.28,0.32,-0.86
17144.00 ,0.06018,0.05071,0.06687,0.002,0.008,0.001,23.08,3.44,-8.87,2.26,0.34,-0.87
17145.00 ,0.0598,0.05071,0.06687,0.002,0.008,0.001,23.24,3.44,-8.58,2.28,0.34,-0.84
17146.00 ,0.06006,0.05197,0.06674,0.002,0.009,0.001,23.08,2.97,-8.73,2.26,0.29,-0.86
17147.00 ,0.06031,0.05008,0.06687,0.002,0.007,0.001,23.24,3.13,-8.73,2.28,0.31,-0.86
