"Reid, M.E. and Ochiai, H, Displacement and pore-pressure data from a field-scale landslide initiation experiment at Mount Kaba-san, Japan",,,,,,,,,,,,
U.S. Geological Survey Data Release: https://doi.org/10.5066/P18XMZPC,,,,,,,,,,,,
"Nov. 14, 2003",1-Hz downsampled data,Complete period data,,,,,,,,,,
(TIMER = time after sprinkling commenced in seconds; Ext = extensometer; raw = original extensometer wire oblique distance; corr = corrected distance to reflect slope-parallel displacement; m = meter; Piezo = piezometer; cm_head = pore-pressure head in centimeters; kPa = kiloPascal),,,,,,,,,,,,
TIMER_(sec),Ext.3_raw_(m),Ext.4_raw_(m),Ext.5_raw_(m),Ext.3_corr_(m),Ext.4_corr_(m),Ext.5_corr_(m),Piezo.4_(cm_head),Piezo.6_(cm_head),Piezo.7_(cm_head),Piezo.4_(kPa),Piezo.6_(kPa),Piezo.7_(kPa)
9705.00 ,0.0598,0.04882,0.06661,0.002,0.006,0.001,15.02,1.41,-31.23,1.47,0.14,-3.06
9706.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,15.02,1.25,-31.37,1.47,0.12,-3.08
9707.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,14.56,1.25,-31.52,1.43,0.12,-3.09
9708.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,14.87,1.09,-31.66,1.46,0.11,-3.10
9709.00 ,0.06006,0.04882,0.06648,0.002,0.006,0.001,15.02,0.94,-31.66,1.47,0.09,-3.10
9710.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,14.40,1.09,-31.81,1.41,0.11,-3.12
9711.00 ,0.05955,0.04882,0.06648,0.002,0.006,0.001,14.71,1.09,-31.66,1.44,0.11,-3.10
9712.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,14.40,1.09,-31.81,1.41,0.11,-3.12
9713.00 ,0.05968,0.04945,0.06661,0.002,0.006,0.001,14.40,1.09,-31.66,1.41,0.11,-3.10
9714.00 ,0.05993,0.04756,0.06648,0.002,0.005,0.001,14.40,1.25,-31.52,1.41,0.12,-3.09
9715.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,14.40,1.25,-31.81,1.41,0.12,-3.12
9716.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,14.87,1.25,-31.52,1.46,0.12,-3.09
9717.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,13.78,1.09,-31.66,1.35,0.11,-3.10
9718.00 ,0.06006,0.04945,0.06661,0.002,0.006,0.001,14.09,1.25,-31.81,1.38,0.12,-3.12
9719.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,14.09,1.41,-32.10,1.38,0.14,-3.15
9720.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,14.09,1.25,-31.81,1.38,0.12,-3.12
9721.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,14.25,1.25,-31.96,1.40,0.12,-3.13
9722.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,13.94,1.09,-32.25,1.37,0.11,-3.16
9723.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,13.78,1.09,-32.10,1.35,0.11,-3.15
9724.00 ,0.0598,0.05008,0.06661,0.002,0.007,0.001,14.09,1.41,-31.96,1.38,0.14,-3.13
9725.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,13.63,1.41,-32.10,1.34,0.14,-3.15
9726.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,13.94,1.41,-32.25,1.37,0.14,-3.16
9727.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,13.78,1.25,-32.10,1.35,0.12,-3.15
9728.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,13.78,1.41,-31.96,1.35,0.14,-3.13
9729.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,13.94,1.25,-32.10,1.37,0.12,-3.15
9730.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,13.63,1.41,-32.10,1.34,0.14,-3.15
9731.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,13.63,1.25,-32.25,1.34,0.12,-3.16
9732.00 ,0.05993,0.04819,0.06622,0.002,0.005,0.001,13.63,1.41,-32.39,1.34,0.14,-3.18
9733.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,13.32,1.25,-32.10,1.31,0.12,-3.15
9734.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,13.47,1.25,-32.39,1.32,0.12,-3.18
9735.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,13.78,1.41,-32.25,1.35,0.14,-3.16
9736.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,13.32,1.41,-32.54,1.31,0.14,-3.19
9737.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,13.16,1.41,-32.69,1.29,0.14,-3.20
9738.00 ,0.05993,0.04819,0.06622,0.002,0.005,0.001,13.16,1.41,-32.83,1.29,0.14,-3.22
9739.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,13.63,1.41,-32.69,1.34,0.14,-3.20
9740.00 ,0.0598,0.04819,0.06648,0.002,0.005,0.001,13.16,1.56,-32.83,1.29,0.15,-3.22
9741.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,13.32,1.25,-32.69,1.31,0.12,-3.20
9742.00 ,0.05955,0.04819,0.06648,0.002,0.005,0.001,13.16,1.41,-32.54,1.29,0.14,-3.19
9743.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,13.16,1.41,-32.69,1.29,0.14,-3.20
9744.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,12.85,1.41,-32.83,1.26,0.14,-3.22
9745.00 ,0.05993,0.04819,0.06648,0.002,0.005,0.001,13.32,1.41,-32.98,1.31,0.14,-3.23
9746.00 ,0.0598,0.04882,0.06674,0.002,0.006,0.001,13.16,1.25,-33.56,1.29,0.12,-3.29
9747.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,12.85,1.56,-32.98,1.26,0.15,-3.23
9748.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,12.54,1.25,-33.12,1.23,0.12,-3.25
9749.00 ,0.06006,0.04945,0.06648,0.002,0.006,0.001,12.70,1.41,-33.42,1.24,0.14,-3.28
9750.00 ,0.05968,0.04819,0.06661,0.002,0.005,0.001,13.01,1.72,-33.42,1.28,0.17,-3.28
9751.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,12.70,1.41,-33.42,1.24,0.14,-3.28
9752.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,12.85,1.09,-33.42,1.26,0.11,-3.28
9753.00 ,0.05993,0.04882,0.06609,0.002,0.006,0.000,12.85,1.41,-33.56,1.26,0.14,-3.29
9754.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,12.54,1.09,-33.85,1.23,0.11,-3.32
9755.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,12.70,1.41,-33.71,1.24,0.14,-3.30
9756.00 ,0.05955,0.05008,0.06635,0.002,0.007,0.001,12.70,1.56,-33.71,1.24,0.15,-3.30
9757.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,12.70,1.25,-33.85,1.24,0.12,-3.32
9758.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,12.54,1.41,-34.00,1.23,0.14,-3.33
9759.00 ,0.05955,0.04945,0.06648,0.002,0.006,0.001,12.54,1.09,-34.00,1.23,0.11,-3.33
9760.00 ,0.0598,0.04756,0.06648,0.002,0.005,0.001,12.54,1.25,-34.15,1.23,0.12,-3.35
9761.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,12.54,1.09,-34.15,1.23,0.11,-3.35
9762.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,12.39,1.25,-34.15,1.21,0.12,-3.35
9763.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,12.54,1.56,-34.15,1.23,0.15,-3.35
9764.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,12.23,1.41,-34.15,1.20,0.14,-3.35
9765.00 ,0.06006,0.04819,0.06648,0.002,0.005,0.001,12.39,1.41,-34.15,1.21,0.14,-3.35
9766.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,12.08,1.25,-34.44,1.18,0.12,-3.38
9767.00 ,0.0598,0.05008,0.06622,0.002,0.007,0.001,12.23,1.25,-34.59,1.20,0.12,-3.39
9768.00 ,0.05968,0.05008,0.06648,0.002,0.007,0.001,12.39,1.72,-34.44,1.21,0.17,-3.38
9769.00 ,0.06006,0.04882,0.06635,0.002,0.006,0.001,12.23,1.09,-34.59,1.20,0.11,-3.39
9770.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,12.23,1.25,-34.59,1.20,0.12,-3.39
9771.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,12.23,1.41,-34.59,1.20,0.14,-3.39
9772.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,12.08,1.09,-34.59,1.18,0.11,-3.39
9773.00 ,0.05993,0.04819,0.06648,0.002,0.005,0.001,12.08,1.25,-34.59,1.18,0.12,-3.39
9774.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,12.23,0.94,-34.59,1.20,0.09,-3.39
9775.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,11.77,1.09,-34.88,1.15,0.11,-3.42
9776.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,12.08,1.09,-34.73,1.18,0.11,-3.41
9777.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,11.92,1.09,-34.73,1.17,0.11,-3.41
9778.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,12.08,1.09,-34.88,1.18,0.11,-3.42
9779.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,11.77,1.25,-34.59,1.15,0.12,-3.39
9780.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,11.61,1.25,-34.73,1.14,0.12,-3.41
9781.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.92,1.25,-34.59,1.17,0.12,-3.39
9782.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,12.08,1.25,-34.88,1.18,0.12,-3.42
9783.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,12.08,1.09,-34.88,1.18,0.11,-3.42
9784.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,11.77,1.25,-34.88,1.15,0.12,-3.42
9785.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,11.61,1.25,-34.88,1.14,0.12,-3.42
9786.00 ,0.0598,0.04882,0.06661,0.002,0.006,0.001,11.61,1.25,-35.02,1.14,0.12,-3.43
9787.00 ,0.06006,0.04945,0.06635,0.002,0.006,0.001,11.92,1.25,-35.02,1.17,0.12,-3.43
9788.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,11.77,1.56,-35.17,1.15,0.15,-3.45
9789.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,11.77,1.41,-35.32,1.15,0.14,-3.46
9790.00 ,0.05968,0.04945,0.06648,0.002,0.006,0.001,11.77,1.41,-35.32,1.15,0.14,-3.46
9791.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,11.77,1.25,-35.17,1.15,0.12,-3.45
9792.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,11.61,1.41,-35.32,1.14,0.14,-3.46
9793.00 ,0.05993,0.04819,0.06622,0.002,0.005,0.001,11.46,1.41,-35.32,1.12,0.14,-3.46
9794.00 ,0.0598,0.05071,0.06622,0.002,0.008,0.001,11.61,1.25,-35.32,1.14,0.12,-3.46
9795.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,11.61,1.25,-35.32,1.14,0.12,-3.46
9796.00 ,0.05993,0.04819,0.06661,0.002,0.005,0.001,11.61,1.25,-35.32,1.14,0.12,-3.46
9797.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,11.46,1.25,-35.17,1.12,0.12,-3.45
9798.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,11.61,1.41,-35.02,1.14,0.14,-3.43
9799.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,11.46,1.41,-35.32,1.12,0.14,-3.46
9800.00 ,0.05993,0.04945,0.06609,0.002,0.006,0.000,11.61,1.25,-35.32,1.14,0.12,-3.46
9801.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,11.61,1.41,-35.32,1.14,0.14,-3.46
9802.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,11.46,1.25,-35.17,1.12,0.12,-3.45
9803.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,10.99,1.41,-35.17,1.08,0.14,-3.45
9804.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,11.61,1.41,-35.17,1.14,0.14,-3.45
9805.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,11.61,1.56,-34.88,1.14,0.15,-3.42
9806.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,11.46,1.41,-34.59,1.12,0.14,-3.39
9807.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,11.15,1.56,-34.59,1.09,0.15,-3.39
9808.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,11.15,1.72,-34.59,1.09,0.17,-3.39
9809.00 ,0.05968,0.04945,0.06661,0.002,0.006,0.001,11.15,1.41,-34.15,1.09,0.14,-3.35
9810.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,11.30,1.41,-34.15,1.11,0.14,-3.35
9811.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,11.15,1.56,-34.00,1.09,0.15,-3.33
9812.00 ,0.05993,0.05008,0.06674,0.002,0.007,0.001,11.30,1.56,-34.00,1.11,0.15,-3.33
9813.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,10.99,1.41,-33.71,1.08,0.14,-3.30
9814.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,10.99,1.41,-33.85,1.08,0.14,-3.32
9815.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,11.30,1.56,-33.71,1.11,0.15,-3.30
9816.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,11.30,1.56,-34.15,1.11,0.15,-3.35
9817.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,11.46,1.56,-33.71,1.12,0.15,-3.30
9818.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,10.99,1.56,-33.56,1.08,0.15,-3.29
9819.00 ,0.06006,0.04882,0.06661,0.002,0.006,0.001,10.68,1.41,-33.71,1.05,0.14,-3.30
9820.00 ,0.05968,0.04882,0.06622,0.002,0.006,0.001,11.15,1.56,-33.27,1.09,0.15,-3.26
9821.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,11.15,1.72,-32.98,1.09,0.17,-3.23
9822.00 ,0.0598,0.04945,0.06635,0.002,0.006,0.001,11.15,1.41,-33.27,1.09,0.14,-3.26
9823.00 ,0.05993,0.05008,0.06622,0.002,0.007,0.001,10.99,1.56,-33.42,1.08,0.15,-3.28
9824.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,10.84,1.72,-33.27,1.06,0.17,-3.26
9825.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,10.84,1.56,-33.27,1.06,0.15,-3.26
9826.00 ,0.05968,0.04819,0.06648,0.002,0.005,0.001,11.15,1.09,-32.98,1.09,0.11,-3.23
9827.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,10.84,1.72,-33.12,1.06,0.17,-3.25
9828.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,10.84,1.72,-33.27,1.06,0.17,-3.26
9829.00 ,0.05993,0.04819,0.06674,0.002,0.005,0.001,10.68,1.72,-33.12,1.05,0.17,-3.25
9830.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,10.68,1.88,-32.98,1.05,0.18,-3.23
9831.00 ,0.0598,0.04882,0.06609,0.002,0.006,0.000,10.84,1.88,-32.98,1.06,0.18,-3.23
9832.00 ,0.0598,0.04819,0.06635,0.002,0.005,0.001,10.99,1.88,-33.27,1.08,0.18,-3.26
9833.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,11.15,1.88,-32.98,1.09,0.18,-3.23
9834.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,10.68,1.88,-32.83,1.05,0.18,-3.22
9835.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,10.68,2.03,-33.12,1.05,0.20,-3.25
9836.00 ,0.05993,0.05008,0.06648,0.002,0.007,0.001,10.84,1.72,-33.27,1.06,0.17,-3.26
9837.00 ,0.06006,0.04882,0.06661,0.002,0.006,0.001,10.84,2.03,-33.27,1.06,0.20,-3.26
9838.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,10.84,1.88,-32.83,1.06,0.18,-3.22
9839.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,10.84,1.88,-32.98,1.06,0.18,-3.23
9840.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,10.99,1.88,-33.12,1.08,0.18,-3.25
9841.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,10.68,2.19,-33.12,1.05,0.21,-3.25
9842.00 ,0.06018,0.04882,0.06635,0.002,0.006,0.001,11.30,1.88,-32.98,1.11,0.18,-3.23
9843.00 ,0.05993,0.05008,0.06648,0.002,0.007,0.001,10.99,2.03,-33.27,1.08,0.20,-3.26
9844.00 ,0.06006,0.04819,0.06648,0.002,0.005,0.001,10.99,2.03,-33.27,1.08,0.20,-3.26
9845.00 ,0.06006,0.05008,0.06635,0.002,0.007,0.001,11.15,2.19,-33.27,1.09,0.21,-3.26
9846.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,10.68,2.03,-33.42,1.05,0.20,-3.28
9847.00 ,0.06006,0.04945,0.06648,0.002,0.006,0.001,10.99,2.19,-33.12,1.08,0.21,-3.25
9848.00 ,0.0598,0.04882,0.06661,0.002,0.006,0.001,10.84,2.03,-33.12,1.06,0.20,-3.25
9849.00 ,0.0598,0.05071,0.06661,0.002,0.008,0.001,11.30,1.88,-33.12,1.11,0.18,-3.25
9850.00 ,0.05993,0.04819,0.06635,0.002,0.005,0.001,11.15,2.19,-33.12,1.09,0.21,-3.25
9851.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,11.46,1.88,-33.12,1.12,0.18,-3.25
9852.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,11.15,1.88,-33.27,1.09,0.18,-3.26
9853.00 ,0.05993,0.05008,0.06648,0.002,0.007,0.001,11.46,2.03,-33.42,1.12,0.20,-3.28
9854.00 ,0.0598,0.04882,0.06674,0.002,0.006,0.001,11.15,1.88,-33.42,1.09,0.18,-3.28
9855.00 ,0.05968,0.05008,0.06635,0.002,0.007,0.001,11.30,2.03,-33.42,1.11,0.20,-3.28
9856.00 ,0.05968,0.04819,0.06635,0.002,0.005,0.001,10.99,2.03,-33.42,1.08,0.20,-3.28
9857.00 ,0.06006,0.05008,0.06648,0.002,0.007,0.001,11.15,2.03,-33.42,1.09,0.20,-3.28
9858.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,11.15,1.88,-33.27,1.09,0.18,-3.26
9859.00 ,0.0598,0.04882,0.06622,0.002,0.006,0.001,11.15,1.72,-33.71,1.09,0.17,-3.30
9860.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,11.46,1.88,-33.85,1.12,0.18,-3.32
9861.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,11.15,1.88,-33.71,1.09,0.18,-3.30
9862.00 ,0.05968,0.05071,0.06648,0.002,0.008,0.001,11.30,1.88,-33.56,1.11,0.18,-3.29
9863.00 ,0.06006,0.04945,0.06648,0.002,0.006,0.001,10.99,1.88,-33.71,1.08,0.18,-3.30
9864.00 ,0.05993,0.04819,0.06648,0.002,0.005,0.001,11.15,2.03,-33.71,1.09,0.20,-3.30
9865.00 ,0.06006,0.04945,0.06622,0.002,0.006,0.001,11.15,1.72,-33.71,1.09,0.17,-3.30
9866.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.30,1.72,-33.56,1.11,0.17,-3.29
9867.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,11.15,2.03,-34.00,1.09,0.20,-3.33
9868.00 ,0.05968,0.04945,0.06648,0.002,0.006,0.001,10.99,2.03,-33.71,1.08,0.20,-3.30
9869.00 ,0.05993,0.04882,0.06635,0.002,0.006,0.001,11.15,1.72,-34.00,1.09,0.17,-3.33
9870.00 ,0.0598,0.05008,0.06622,0.002,0.007,0.001,11.15,1.88,-34.00,1.09,0.18,-3.33
9871.00 ,0.05993,0.05071,0.06648,0.002,0.008,0.001,11.15,1.56,-33.85,1.09,0.15,-3.32
9872.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.30,1.88,-34.00,1.11,0.18,-3.33
9873.00 ,0.0598,0.05071,0.06635,0.002,0.008,0.001,11.46,1.88,-34.00,1.12,0.18,-3.33
9874.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,11.30,1.41,-34.00,1.11,0.14,-3.33
9875.00 ,0.05993,0.04945,0.06648,0.002,0.006,0.001,11.30,1.88,-34.00,1.11,0.18,-3.33
9876.00 ,0.05993,0.04945,0.06622,0.002,0.006,0.001,11.30,1.56,-34.15,1.11,0.15,-3.35
9877.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,11.30,1.72,-34.15,1.11,0.17,-3.35
9878.00 ,0.05968,0.05008,0.06648,0.002,0.007,0.001,11.30,1.88,-34.00,1.11,0.18,-3.33
9879.00 ,0.05968,0.04882,0.06635,0.002,0.006,0.001,11.15,1.72,-34.00,1.09,0.17,-3.33
9880.00 ,0.05993,0.04882,0.06622,0.002,0.006,0.001,11.30,1.56,-34.29,1.11,0.15,-3.36
9881.00 ,0.0598,0.04945,0.06661,0.002,0.006,0.001,11.30,1.88,-34.00,1.11,0.18,-3.33
9882.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,11.30,1.88,-34.15,1.11,0.18,-3.35
9883.00 ,0.05993,0.05008,0.06635,0.002,0.007,0.001,11.15,2.19,-34.29,1.09,0.21,-3.36
9884.00 ,0.0598,0.04882,0.06661,0.002,0.006,0.001,11.30,1.72,-34.15,1.11,0.17,-3.35
9885.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.30,1.88,-34.00,1.11,0.18,-3.33
9886.00 ,0.05968,0.04882,0.06648,0.002,0.006,0.001,11.30,2.19,-34.00,1.11,0.21,-3.33
9887.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.15,1.88,-33.85,1.09,0.18,-3.32
9888.00 ,0.05993,0.04882,0.06661,0.002,0.006,0.001,11.30,1.88,-33.42,1.11,0.18,-3.28
9889.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,11.30,1.88,-33.27,1.11,0.18,-3.26
9890.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.46,1.88,-33.12,1.12,0.18,-3.25
9891.00 ,0.05993,0.05008,0.06661,0.002,0.007,0.001,11.46,1.72,-33.12,1.12,0.17,-3.25
9892.00 ,0.05955,0.05008,0.06648,0.002,0.007,0.001,11.30,1.72,-32.98,1.11,0.17,-3.23
9893.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,11.15,1.72,-32.98,1.09,0.17,-3.23
9894.00 ,0.0598,0.04945,0.06648,0.002,0.006,0.001,11.30,2.03,-32.69,1.11,0.20,-3.20
9895.00 ,0.0598,0.05008,0.06661,0.002,0.007,0.001,11.61,2.03,-32.54,1.14,0.20,-3.19
9896.00 ,0.0598,0.04882,0.06635,0.002,0.006,0.001,11.15,1.88,-32.54,1.09,0.18,-3.19
9897.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,11.30,1.72,-32.54,1.11,0.17,-3.19
9898.00 ,0.05993,0.05071,0.06622,0.002,0.008,0.001,11.61,2.03,-32.54,1.14,0.20,-3.19
9899.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,11.46,2.03,-32.25,1.12,0.20,-3.16
9900.00 ,0.0598,0.04945,0.06622,0.002,0.006,0.001,11.46,2.03,-32.10,1.12,0.20,-3.15
9901.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,11.61,1.88,-32.10,1.14,0.18,-3.15
9902.00 ,0.05993,0.05008,0.06648,0.002,0.007,0.001,11.77,1.88,-31.81,1.15,0.18,-3.12
9903.00 ,0.05955,0.05008,0.06635,0.002,0.007,0.001,11.46,2.19,-31.66,1.12,0.21,-3.10
9904.00 ,0.06006,0.04945,0.06635,0.002,0.006,0.001,11.46,2.19,-32.10,1.12,0.21,-3.15
9905.00 ,0.05968,0.05008,0.06674,0.002,0.007,0.001,11.61,2.50,-31.81,1.14,0.25,-3.12
9906.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,11.77,2.34,-31.66,1.15,0.23,-3.10
9907.00 ,0.05993,0.04945,0.06661,0.002,0.006,0.001,11.61,2.34,-31.81,1.14,0.23,-3.12
9908.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,11.92,2.19,-31.66,1.17,0.21,-3.10
9909.00 ,0.06006,0.05008,0.06648,0.002,0.007,0.001,11.92,2.19,-31.66,1.17,0.21,-3.10
9910.00 ,0.0598,0.05008,0.06661,0.002,0.007,0.001,11.77,2.34,-31.52,1.15,0.23,-3.09
9911.00 ,0.05968,0.04882,0.06661,0.002,0.006,0.001,11.61,2.19,-31.52,1.14,0.21,-3.09
9912.00 ,0.06006,0.04945,0.06648,0.002,0.006,0.001,11.77,2.34,-31.23,1.15,0.23,-3.06
9913.00 ,0.05968,0.04945,0.06635,0.002,0.006,0.001,11.92,2.50,-31.23,1.17,0.25,-3.06
9914.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,12.08,2.34,-30.93,1.18,0.23,-3.03
9915.00 ,0.0598,0.05008,0.06648,0.002,0.007,0.001,11.92,2.19,-31.08,1.17,0.21,-3.05
9916.00 ,0.0598,0.04945,0.06674,0.002,0.006,0.001,12.08,2.03,-31.08,1.18,0.20,-3.05
9917.00 ,0.0598,0.04882,0.06648,0.002,0.006,0.001,11.77,2.34,-30.79,1.15,0.23,-3.02
9918.00 ,0.05993,0.04882,0.06661,0.002,0.006,0.001,11.92,2.50,-30.49,1.17,0.25,-2.99
9919.00 ,0.06018,0.04945,0.06648,0.002,0.006,0.001,11.77,2.50,-30.35,1.15,0.25,-2.98
9920.00 ,0.06006,0.04945,0.06622,0.002,0.006,0.001,12.08,2.50,-30.49,1.18,0.25,-2.99
9921.00 ,0.05993,0.05008,0.06661,0.002,0.007,0.001,12.08,2.34,-30.06,1.18,0.23,-2.95
9922.00 ,0.05993,0.05008,0.06648,0.002,0.007,0.001,11.92,2.66,-29.76,1.17,0.26,-2.92
9923.00 ,0.05993,0.05008,0.06622,0.002,0.007,0.001,11.92,2.66,-29.91,1.17,0.26,-2.93
9924.00 ,0.05993,0.04882,0.06648,0.002,0.006,0.001,12.08,2.81,-29.62,1.18,0.28,-2.90
9925.00 ,0.0598,0.05008,0.06622,0.002,0.007,0.001,12.39,2.50,-29.47,1.21,0.25,-2.89
9926.00 ,0.05993,0.04945,0.06635,0.002,0.006,0.001,12.23,2.66,-29.33,1.20,0.26,-2.88
9927.00 ,0.05968,0.05008,0.06661,0.002,0.007,0.001,12.23,2.81,-29.47,1.20,0.28,-2.89
9928.00 ,0.0598,0.05008,0.06635,0.002,0.007,0.001,12.23,2.81,-29.33,1.20,0.28,-2.88
9929.00 ,0.06006,0.04945,0.06648,0.002,0.006,0.001,12.23,2.66,-29.33,1.20,0.26,-2.88
9930.00 ,0.05993,0.05071,0.06648,0.002,0.008,0.001,12.23,2.50,-29.03,1.20,0.25,-2.85
