"Reid, M.E., Brien, D.L., and LaHusen, Richard G., Landslide monitoring data for the Cleveland Corral landslide near U.S. Highway 50, El Dorado County, California"
U.S. Geological Survey data release: https://doi.org/10.5066/P1P9DMFX
daily rainfall maxima and daily medians other sensors at toe station, 2002 - 2018
date,mid_downslope_extensometer_cm_mid_E2_B,mid_shallow_piezometer_cm_mid_P1,mid_deep_open_tube_piezometer_cm_mid_P2,mid_deep_driven_piezometer_cm_mid_P4,mid_upslope_mid_deep_driven_piezometer_cm_mid_P5,mid_downslope_mid_deep_driven_piezometer_cm_mid_P6,mid_precipitation_mm_mid_R
5/30/2011,142.8,125.2,275.15,,,,1559.81
5/31/2011,142.6,117.6,276.8,,,,1559.81
6/1/2011,143,113.7,275.15,,,,1570.23
6/2/2011,143,127.7,274.4,,,,1570.74
6/3/2011,143,122.7,280.85,,,,1570.74
6/4/2011,143.3,118.6,281.35,,,,1572.51
6/5/2011,143.3,122.7,278.45,,,,1585.98
6/6/2011,143.7,139.8,279.5,,,,1599.95
6/7/2011,144.5,134.3,281.9,,,,1599.95
6/8/2011,146.5,126,279.95,,,,1599.95
6/9/2011,148,115.8,277.8,,,,1599.95
6/10/2011,148.4,108.7,277.5,,,,1599.95
6/11/2011,148.8,102.2,277.1,,,,1599.95
6/12/2011,149,96.3,273.85,,,,1599.95
6/13/2011,149.1,89,266.5,,,,1599.95
6/14/2011,149,84,258.7,,,,1599.95
6/15/2011,149,77.7,258.2,,,,1599.95
6/16/2011,149.1,71.35,257.7,,,,1599.95
6/17/2011,149.2,64.5,251.45,,,,1599.95
6/18/2011,149.1,59.2,244.45,,,,1599.95
6/19/2011,149,55.9,241.9,,,,1599.95
6/20/2011,149,51.8,237,,,,1599.95
6/21/2011,149,48.3,232,,,,1599.95
6/22/2011,148.8,45.3,228.5,,,,1599.95
6/23/2011,149,42.6,225.6,,,,1599.95
6/24/2011,149.2,39.9,223.2,,,,1599.95
6/25/2011,149.1,37.8,220.8,,,,1599.95
6/26/2011,149,35,217,,,,1599.95
6/27/2011,149,33.2,215,,,,1599.95
6/28/2011,149.4,31.8,213.7,,,,1612.9
6/29/2011,,28.9,208.7,,,,1634.74
6/30/2011,,27.2,203.55,,,,1634.74
7/1/2011,,26.5,202.5,,,,1634.74
7/2/2011,,25.1,201.5,,,,1634.74
7/3/2011,,23.4,199.2,,,,1634.74
7/4/2011,,21.8,195.5,,,,1634.74
7/5/2011,,20,192.1,,,,1634.74
7/6/2011,149.4,18.6,189.4,,,,1634.74
7/7/2011,149.4,17,187.6,,,,1634.74
7/8/2011,149.4,16,187,,,,1634.74
7/9/2011,149.4,13.9,185.55,,,,1634.74
7/10/2011,149.4,11.8,183.3,,,,1634.74
7/11/2011,149.4,8.8,179.4,,,,1634.74
7/12/2011,149.4,6.7,176.5,,,,1634.74
7/13/2011,149.4,4.7,174.3,,,,1634.74
7/14/2011,149.5,2.3,171.7,,,,1634.74
7/15/2011,149.4,0,169.25,,,,1634.74
7/16/2011,149.6,-2.5,166.55,,,,1634.74
7/17/2011,149.6,-3,162.6,,,,1634.74
7/18/2011,149.4,-3.2,158.6,,,,1634.74
7/19/2011,149.4,-4.2,154.2,,,,1634.74
7/20/2011,149.4,-5.6,151.4,,,,1634.74
7/21/2011,149.4,-5.3,150.7,,,,1634.74
7/22/2011,149.4,-5.6,148.85,,,,1634.74
7/23/2011,149.4,-3.9,144.3,,,,1634.74
7/24/2011,149.4,-5.6,138.7,,,,1634.74
7/25/2011,149.4,-3,136.6,,,,1634.74
7/26/2011,149.4,-3,136.1,,,,1634.74
7/27/2011,149.4,-3,128.4,,,,1634.74
7/28/2011,149.4,-2.8,126,,,,1634.74
7/29/2011,149.2,-2.3,121.8,,,,1634.74
7/30/2011,149.2,-1.1,118.9,,,,1634.74
7/31/2011,149.2,-0.7,116.05,,,,1634.74
8/1/2011,149.2,-0.7,111.9,,,,1634.74
8/2/2011,149.2,-0.7,109.6,,,,1634.74
8/3/2011,149.3,-0.7,108.4,,,,1634.74
8/4/2011,149.4,-0.4,105.3,,,,1634.74
8/5/2011,149.2,-0.4,100.85,,,,1634.74
8/6/2011,149.4,-0.4,97.4,,,,1634.74
8/7/2011,149.3,-0.4,93.75,,,,1634.74
8/8/2011,149.4,-0.4,90.5,,,,1634.74
8/9/2011,149.2,-0.4,88.2,,,,1634.74
8/10/2011,149.4,-0.3,85.9,,,,1634.74
8/11/2011,149.2,-0.4,82.2,,,,1634.74
8/12/2011,149.3,-0.4,71.8,,,,1634.74
8/13/2011,149.2,-0.4,70.8,,,,1634.74
8/14/2011,149.2,-0.4,67.5,,,,1634.74
8/15/2011,149.4,-0.4,64.7,,,,1634.74
8/16/2011,149.4,-0.4,61.05,,,,1634.74
8/17/2011,149.6,-0.4,57,,,,1634.74
8/18/2011,,,,,,,
8/19/2011,,,,,,,
8/20/2011,,,,,,,
8/21/2011,,,,,,,
8/22/2011,,,,,,,
8/23/2011,,,,,,,
8/24/2011,149,-0.3,36.1,,,,1634.74
8/25/2011,149.2,-0.4,34.3,,,,1634.74
8/26/2011,149.2,-0.4,31.4,,,,1634.74
8/27/2011,149.2,-0.4,27.7,,,,1634.74
8/28/2011,149.2,-0.4,26.4,,,,1634.74
8/29/2011,149.2,-0.2,24.8,,,,1634.74
8/30/2011,149.2,-0.4,23.65,,,,1634.74
8/31/2011,149.2,-0.2,21.15,,,,1634.74
9/1/2011,149.2,-0.4,18.5,,,,1634.74
9/2/2011,149.2,-0.2,14.5,,,,1634.74
9/3/2011,149.2,-0.2,12.25,,,,1634.74
9/4/2011,149.2,-0.2,21.65,,,,1634.74
9/5/2011,149.2,-0.2,16.3,,,,1634.74
9/6/2011,149.4,-0.2,12.3,,,,1634.74
9/7/2011,149.2,-0.2,9.35,,,,1634.74
9/8/2011,149.2,-0.2,7.1,,,,1634.74
9/9/2011,149.2,-0.2,5.4,,,,1634.74
9/10/2011,149.4,-0.2,4.3,,,,1636.78
9/11/2011,149.4,-0.2,2.9,,,,1649.22
9/12/2011,149.4,-0.2,0.6,,,,1649.48
9/13/2011,149.2,0,-0.8,,,,1650.75
9/14/2011,149.2,-0.2,-0.8,,,,1650.75
9/15/2011,149.2,-0.2,-0.8,,,,1650.75
9/16/2011,149.4,-0.2,-0.8,,,,1650.75
9/17/2011,149.4,-0.1,-0.8,,,,1650.75
9/18/2011,149.4,-0.1,-0.9,,,,1650.75
9/19/2011,149.2,-0.2,-0.9,,,,1650.75
9/20/2011,149.2,0,-0.9,,,,1650.75
9/21/2011,149.2,-0.2,-0.9,,,,1650.75
9/22/2011,149.2,-0.2,-0.9,,,,1650.75
9/23/2011,149,-0.2,-0.9,,,,1650.75
9/24/2011,149.2,-0.2,-0.9,,,,1650.75
9/25/2011,149.4,-0.2,-0.9,,,,1650.75
9/26/2011,149.4,-0.2,-0.9,,,,1650.75
9/27/2011,149.2,-0.2,-0.9,,,,1650.75
9/28/2011,149.2,-0.1,-0.9,,,,1650.75
9/29/2011,149.2,-0.2,-0.8,,,,1650.75
9/30/2011,149.2,0,-0.9,,,,1650.75
10/1/2011,-0.2,-0.1,-0.9,,,,0
10/2/2011,-0.2,-0.2,-0.9,,,,0
10/3/2011,0,-0.2,-0.9,,,,0
10/4/2011,0.2,-0.2,-0.9,,,,12.7
10/5/2011,0.4,-0.2,-0.9,,,,52.58
10/6/2011,0.4,-0.2,-1,,,,59.18
10/7/2011,0.4,-0.2,-1,,,,59.18
10/8/2011,0.2,-0.2,-1.05,,,,59.18
10/9/2011,0.2,-0.2,-1,,,,59.18
10/10/2011,0.2,-0.2,-1,,,,89.41
10/11/2011,0.2,-0.2,-1.1,,,,92.2
10/12/2011,0,-0.4,-1.1,,,,92.2
10/13/2011,0,-0.4,-1.1,,,,92.2
10/14/2011,0,-0.2,-1,,,,92.2
10/15/2011,0,-0.2,-1.05,,,,92.2
10/16/2011,0,-0.4,-1.1,,,,92.2
10/17/2011,0,-0.2,-1.1,,,,92.2
10/18/2011,0,-0.4,-1.1,,,,92.2
10/19/2011,0,-0.4,-1.1,,,,92.2
10/20/2011,0.2,-0.2,-1.1,,,,92.2
10/21/2011,0.2,-0.2,-1.1,,,,92.2
10/22/2011,0.2,-0.4,-1.1,,,,92.2
10/23/2011,0.2,-0.4,-1.2,,,,92.2
10/24/2011,0.2,-0.4,-1.1,,,,92.2
10/25/2011,0.2,-0.4,-1.2,,,,92.2
10/26/2011,0.2,-0.4,-1.1,,,-0.3,92.2
10/27/2011,0.2,-0.4,-1.1,,,-0.1,92.2
10/28/2011,0.2,-0.4,-1.1,,,0,92.2
10/29/2011,0.2,-0.4,-1.1,,,0,92.2
10/30/2011,0.2,-0.4,-1.1,,,0,92.2
10/31/2011,0.2,-0.7,-1.1,,,-0.1,92.2
11/1/2011,0.2,-0.7,-1.1,,,-0.1,92.2
11/2/2011,0.2,-0.7,-1.1,,,-0.05,92.2
11/3/2011,0.8,-0.7,-1.1,,,-0.3,99.82
11/4/2011,0.8,-0.7,-1.1,,,-0.4,106.93
11/5/2011,1,-0.9,-0.6,,,-0.4,107.19
11/6/2011,1,-0.9,-0.8,,,-0.5,115.06
11/7/2011,1,-0.9,-0.9,,,-0.3,115.06
11/8/2011,1,-0.9,-0.9,,,-0.4,115.06
11/9/2011,0.8,-0.9,-0.8,,,-0.3,115.06
11/10/2011,0.8,-0.9,-0.8,,,-0.3,115.06
11/11/2011,0.8,-0.9,-0.8,,,-0.1,117.09
11/12/2011,0.8,-1.1,-0.9,,,-0.2,118.87
11/13/2011,0.8,-1.1,-0.9,,,-0.2,118.87
11/14/2011,0.6,-1.1,-0.8,,,-0.1,118.87
11/15/2011,0.8,-1.1,-0.8,,,-0.2,118.87
11/16/2011,0.8,-1.1,-0.85,,,-0.2,118.87
11/17/2011,0.8,-1.1,-0.85,,,-0.3,118.87
11/18/2011,0.8,-1.1,-0.8,,,-0.4,132.08
11/19/2011,1,-1.1,-0.85,,,-0.3,135.13
11/20/2011,1,-1.4,-0.9,,,-0.4,139.19
11/21/2011,1,-1.4,-0.9,,,-0.4,139.19
11/22/2011,1,-1.4,-0.9,,,-0.4,139.19
11/23/2011,1,-1.4,-0.85,,,-0.3,139.19
11/24/2011,0.9,-1.4,-0.9,,,-0.3,139.45
11/25/2011,0.9,-1.4,-0.9,,,-0.3,139.45
11/26/2011,0.8,-1.4,-0.9,,,-0.1,139.45
11/27/2011,0.8,-1.4,-0.9,,,-0.2,139.45
11/28/2011,0.8,-1.4,-0.8,,,-0.2,139.45
11/29/2011,0.8,-1.4,-0.8,,,-0.3,139.45
11/30/2011,0.8,-1.4,-0.9,,,-0.3,139.45
12/1/2011,0.8,-1.4,-0.8,,,-0.2,139.45
12/2/2011,0.8,-1.6,-0.8,,,-0.3,139.45
12/3/2011,1,-1.6,-1,,,-0.4,139.45
12/4/2011,1,-1.4,-0.9,,,-0.4,139.45
12/5/2011,1,-1.6,-0.9,,,-0.3,139.45
12/6/2011,1,-1.6,-0.9,,,-0.45,139.45
12/7/2011,1,-1.4,-0.9,,,-0.4,139.45
12/8/2011,0.8,-1.6,-0.85,,,-0.3,139.45
12/9/2011,0.8,-1.6,-0.8,,,-0.3,139.45
12/10/2011,0.8,-1.8,-0.9,,,-0.3,139.45
12/11/2011,1,-1.6,-0.8,,,-0.45,139.45
12/12/2011,1,-1.6,-0.8,,,-0.5,139.45
12/13/2011,1,-1.8,-0.9,,,-0.5,139.45
12/14/2011,1,-1.8,-0.9,,,-0.4,139.45
12/15/2011,0.8,-1.7,-0.9,,,-0.3,139.7
12/16/2011,0.8,-1.8,-0.9,,,-0.2,139.7
12/17/2011,0.8,-1.8,-0.8,,,-0.15,139.7
12/18/2011,1,-1.8,-0.9,,,-0.4,139.7
12/19/2011,0.8,-1.8,-0.9,,,-0.3,139.7
12/20/2011,0.8,-1.8,-0.9,,,-0.3,139.7
12/21/2011,0.8,-1.8,-0.9,,,-0.3,139.7
12/22/2011,1,-1.8,-0.9,,,-0.3,139.7
12/23/2011,1,-1.8,-0.95,,,-0.3,139.7
12/24/2011,0.8,-1.8,-0.9,,,-0.2,139.7
12/25/2011,0.8,-2.1,-0.8,,,-0.3,139.7
12/26/2011,0.8,-2.1,-0.9,,,-0.4,139.7
12/27/2011,0.8,-1.8,-0.9,,,-0.3,139.7
12/28/2011,0.6,-1.8,-0.9,,,-0.1,139.7
12/29/2011,0.6,-2.1,-0.9,,,-0.1,139.7
12/30/2011,0.8,-2.1,-0.9,,,-0.3,139.7
12/31/2011,0.8,-2.1,-0.9,,,-0.3,139.7
1/1/2012,0.6,-2.1,-0.9,,,-0.1,139.7
1/2/2012,0.7,-2.1,-1,,,-0.2,139.7
1/3/2012,0.6,-1.8,-1,,,-0.2,139.7
1/4/2012,0.6,-2.1,-0.95,,,-0.1,139.7
1/5/2012,0.6,-2.1,-1,,,-0.1,139.7
1/6/2012,0.8,-2.1,-0.9,,,-0.2,139.7
1/7/2012,0.8,-2.1,-1,,,-0.3,139.7
1/8/2012,0.6,-2.1,-1,,,-0.1,139.7
1/9/2012,0.8,-2.1,-1,,,-0.3,139.7
1/10/2012,0.8,-2.1,-1,,,-0.3,139.7
1/11/2012,0.8,-2.1,-1,,,-0.3,139.7
1/12/2012,0.8,-2.1,-1,,,-0.3,139.7
1/13/2012,0.8,-2.1,-1,,,-0.3,139.7
1/14/2012,0.8,-2.1,-1,,,-0.3,139.7
1/15/2012,0.8,-2.1,-1,,,-0.4,139.7
1/16/2012,0.8,-2.1,-1,,,-0.5,139.7
1/17/2012,1,-2.1,-1.1,,,-0.5,139.7
1/18/2012,1,-2.1,-1.05,,,-0.4,139.7
1/19/2012,0.8,-2.1,-1,,,-0.4,144.78
1/20/2012,0.8,-2.1,-1,,,-0.3,219.2
1/21/2012,0.8,-2.1,-1.1,,,-0.4,258.83
1/22/2012,1,-2.1,-1.1,,,-0.5,268.73
1/23/2012,0.8,16.05,-1.1,,,-0.4,301.24
1/24/2012,0.8,-0.9,-1.2,,,-0.3,301.24
1/25/2012,0.6,-1.8,-1.1,,,-0.1,301.24
1/26/2012,0.8,-2.1,-1.1,,,-0.3,303.53
1/27/2012,0.8,-2.3,-1.1,,,-0.2,303.53
1/28/2012,0.6,-2.3,-1.1,,,-0.3,303.53
1/29/2012,0.6,-2.3,-1.1,,,-0.3,303.53
1/30/2012,0.6,-2.3,-1.1,,,-0.2,303.53
1/31/2012,0.6,-2.3,-1.1,,,-0.2,303.53
2/1/2012,0.8,-2.3,-1.1,,,-0.3,307.34
2/2/2012,0.8,-2.3,-1.1,,,-0.3,307.34
2/3/2012,0.8,-2.3,-1.1,,,-0.3,307.34
2/4/2012,0.8,-2.3,-1.1,,,-0.35,307.34
2/5/2012,0.6,-2.3,-1.1,,,-0.3,307.34
2/6/2012,0.6,-2.3,-1.1,,,-0.3,307.34
2/7/2012,0.6,-2.3,-1.1,,,-0.3,308.86
2/8/2012,0.6,-2.3,-1.2,,,-0.3,309.12
2/9/2012,0.4,-2.3,-1.2,,,-0.2,309.12
2/10/2012,0.4,-2.3,-1.1,,,-0.25,309.12
2/11/2012,0.6,-2.3,-1.1,,,-0.3,309.12
2/12/2012,0.6,-2.3,-1.1,,,-0.3,311.91
2/13/2012,1,-2.3,-1.1,,,-0.45,324.87
2/14/2012,0.8,-2.3,-1.1,,,-0.4,325.37
2/15/2012,1,-2.3,-1.2,,,-0.4,337.57
2/16/2012,0.8,-2.3,-1.15,,,-0.3,337.57
2/17/2012,0.7,-2.3,-1.1,,,-0.35,337.57
2/18/2012,0.8,-2.3,-1.1,,,-0.4,337.57
2/19/2012,0.8,-2.3,-1.1,,,-0.5,337.57
2/20/2012,0.8,-2.3,-1.1,,,-0.3,337.57
2/21/2012,0.4,-2.2,-1.1,,,-0.3,337.57
2/22/2012,0.4,-2.3,-1.1,,,-0.2,337.57
2/23/2012,0.3,-2.3,-1.1,,,-0.15,337.57
2/24/2012,0.2,-2.3,-1.1,,,-0.1,337.57
2/25/2012,0.4,-2.3,-1.1,,,-0.3,337.57
2/26/2012,0.4,-2.3,-1,,,-0.35,337.57
2/27/2012,0.8,-2.3,-0.9,,,-0.5,345.19
2/28/2012,1,-2.3,-1.1,,,-0.4,348.74
2/29/2012,1.2,-2.3,-1,,,-0.5,361.44
3/1/2012,1.2,-2.3,-1.05,,,-0.5,383.54
3/2/2012,0.8,-2.3,-1.1,,,-0.4,390.4
3/3/2012,0.6,-2.3,-1.1,,,-0.25,390.4
3/4/2012,0.4,-2.3,-1,,,-0.1,390.4
3/5/2012,0.4,-2.3,-0.9,,,-0.1,390.4
3/6/2012,0.6,-2.3,-0.9,,,-0.4,395.73
3/7/2012,0.5,-2.3,-0.9,,,-0.35,395.73
3/8/2012,0.4,-2.3,-1,,,-0.2,395.73
3/9/2012,0.2,-2.5,-0.9,,,-0.1,395.73
3/10/2012,0.2,-2.5,-0.8,,,-0.2,395.73
3/11/2012,0.4,-2.3,-0.8,,,-0.3,396.24
3/12/2012,0.4,-2.3,-0.8,,,-0.2,396.24
3/13/2012,0.6,-2.4,-0.8,,,-0.3,412.75
3/14/2012,0.6,-2.3,-0.8,,,-0.3,437.13
3/15/2012,0.6,-2.3,-0.8,,,-0.2,458.22
3/16/2012,0.6,48.3,-0.6,,,-0.2,535.18
3/17/2012,1.4,96.9,-0.6,,,-0.5,550.67
3/18/2012,1.4,89.8,-0.8,,,-0.5,561.34
3/19/2012,1.2,86.6,-0.9,,,-0.5,573.02
3/20/2012,0.8,93.95,-1.1,,,-0.3,574.29
3/21/2012,0.4,100.7,-1,,,-0.1,574.29
3/22/2012,0.6,87.5,-0.7,,,-0.2,574.29
3/23/2012,0.6,80.3,33.9,,,-0.3,576.33
3/24/2012,0.6,75,52.75,,,-0.3,576.33
3/25/2012,0.8,69.6,59.8,,,-0.3,582.93
3/26/2012,0.7,65.9,59.5,,,-0.3,584.45
3/27/2012,0.6,65.7,64.6,,,-0.3,591.57
3/28/2012,0.8,63.6,67.9,,,-0.3,610.11
3/29/2012,0.4,89.7,80.4,,,-0.1,610.62
3/30/2012,0.4,85.75,89.75,,,-0.1,611.63
3/31/2012,0.6,82.8,101.8,,,-0.4,624.84
4/1/2012,0.8,102.35,102,,,-0.3,663.7
4/2/2012,0.4,115.3,119.3,,,-0.3,663.7
4/3/2012,0.2,105.9,132.45,,,-0.3,664.46
4/4/2012,0.4,104.3,137.3,,,-0.4,671.32
4/5/2012,0.6,93.7,142.75,,,-0.4,671.32
4/6/2012,0.5,87,139.5,,,-0.4,671.32
4/7/2012,0.2,83.4,140.3,,,-0.3,671.32
4/8/2012,0,78.8,140.9,,,-0.1,671.32
4/9/2012,0,76.1,142.85,,,1.4,671.32
4/10/2012,0.2,73.1,144.5,,,9.3,671.32
4/11/2012,0.4,71.7,142.9,,,12.75,698.5
4/12/2012,0.4,101.3,142.5,,,17.3,716.79
4/13/2012,0.8,122.65,161.4,,,30.75,738.38
4/14/2012,0.6,120.1,168.85,,,42.3,742.95
4/15/2012,0.4,110.9,169.8,,,48,742.95
4/16/2012,0.2,105.2,172.2,,,56.55,742.95
4/17/2012,0,98.2,174.5,,,67,742.95
4/18/2012,0,93.3,175.3,,,76.75,742.95
4/19/2012,0,91.2,174.4,,,82.4,742.95
4/20/2012,-0.4,87.2,175.3,,,86.9,742.95
4/21/2012,-0.4,83.5,177.35,,,90.6,742.95
4/22/2012,-0.4,80.3,178.8,,,93.9,742.95
4/23/2012,-0.4,77,180.3,,,97.5,742.95
4/24/2012,-0.4,74.5,178.5,,,99.25,742.95
4/25/2012,-0.2,73.8,179.9,,,101.3,754.89
4/26/2012,0,101.55,182.1,,,105.85,790.96
4/27/2012,-0.1,98.05,183.1,,,105,790.96
4/28/2012,-0.2,94.7,189.4,,,111.3,790.96
4/29/2012,-0.2,88.9,192.25,,,120.95,790.96
4/30/2012,-0.4,83.1,191.65,,,126.15,790.96
5/1/2012,-0.2,80.5,195.3,,,132.8,790.96
5/2/2012,-0.2,76.3,195.1,,,135.7,790.96
5/3/2012,-0.2,72.9,193.3,,,135.6,790.96
5/4/2012,-0.2,70.2,190.4,,,133.8,790.96
5/5/2012,-0.4,68.5,188.45,,,132.9,790.96
5/6/2012,-0.4,64.7,189.3,,,135,790.96
5/7/2012,-0.4,62,188.8,,,136.1,790.96
5/8/2012,-0.4,60.1,188.5,,,137.3,790.96
5/9/2012,-0.4,57.8,187.7,,,138.2,790.96
5/10/2012,-0.4,55.2,188.2,,,140.1,790.96
5/11/2012,-0.4,51.5,185.4,,,139.8,790.96
5/12/2012,-0.4,48,180.6,,,136.7,790.96
5/13/2012,-0.4,46,178.8,,,136.2,790.96
5/14/2012,-0.4,43.4,178.1,,,136.6,790.96
5/15/2012,-0.6,39.9,,,,,790.96
5/16/2012,-0.6,37.8,180.45,,,140.8,790.96
5/17/2012,-0.6,36.7,180.25,,,141.9,790.96
5/18/2012,-0.5,33.2,177.55,,,142,790.96
5/19/2012,-0.6,31.1,172.65,,,139.5,790.96
5/20/2012,-0.6,29.2,169.4,,,137.6,790.96
5/21/2012,-0.6,27.4,166.9,,,136.5,790.96
5/22/2012,-0.6,25.5,164.65,,,135.2,790.96
5/23/2012,-0.4,24.6,166.35,,,137.5,790.96
5/24/2012,-0.4,24.1,168.45,,,141.25,790.96
5/25/2012,-0.2,22.1,170.5,,,144.9,791.46
5/26/2012,0,18.6,163.2,,,140.35,805.94
5/27/2012,-0.2,16.7,155.1,,,132.45,805.94
5/28/2012,-0.4,15.8,156,,,131.6,805.94
5/29/2012,-0.4,14.3,153.55,,,131.3,805.94
5/30/2012,-0.6,12.1,150.6,,,129.5,805.94
5/31/2012,-0.6,11.2,149.8,,,129.3,805.94
6/1/2012,-0.7,10,151.6,,,132.2,805.94
6/2/2012,-0.6,7.9,150.75,,,132.5,805.94
6/3/2012,-0.6,5.8,148,,,130.3,805.94
6/4/2012,-0.2,4,146.9,,,128.8,834.9
6/5/2012,-0.2,1.9,142,,,124.9,836.68
6/6/2012,-0.4,0.7,141.6,,,124,836.68
6/7/2012,-0.6,-1.4,139.5,,,123.6,836.68
6/8/2012,-0.4,-2.5,139.7,,,123.6,836.68
6/9/2012,-0.5,-3.2,138.6,,,123.25,836.68
6/10/2012,-0.6,-3.2,136.4,,,122.1,836.68
6/11/2012,-0.6,-3.5,132.1,,,118.8,836.68
6/12/2012,-0.6,-4.4,130,,,117,836.68
6/13/2012,-0.6,-5.1,130.8,,,119,836.68
6/14/2012,-0.6,-5.8,130.8,,,119.5,836.68
6/15/2012,-0.6,-6.7,128.7,,,118.05,836.68
6/16/2012,-0.8,-6.9,123.8,,,113.2,836.68
6/17/2012,-0.8,-6.8,122.5,,,110.6,836.68
6/18/2012,-0.6,-6.5,120.8,,,108.95,836.68
6/19/2012,-0.6,-6.5,118.2,,,108.1,836.68
6/20/2012,-0.6,-6.2,116.15,,,105.7,836.68
6/21/2012,-0.6,-6,114.35,,,103.9,836.68
6/22/2012,-0.6,-6.2,112.05,,,101.9,836.68
6/23/2012,-0.4,-6,108.65,,,101.5,836.68
6/24/2012,-0.4,-6,104.65,,,96.65,836.68
6/25/2012,-0.4,-6,101.6,,,93,836.68
6/26/2012,-0.4,-6,99.8,,,91.7,836.68
6/27/2012,-0.6,-5.8,96.8,,,91.6,836.68
6/28/2012,-0.6,-4.2,93.2,,,87.6,836.68
6/29/2012,-0.6,-4.4,90.7,,,84.4,836.68
6/30/2012,-0.6,-4.9,90.3,,,84.7,836.68
7/1/2012,-0.6,-5.6,89.8,,,85.1,836.68
7/2/2012,-0.6,-6.2,88.5,,,84.6,836.68
7/3/2012,-0.8,-6.7,85.9,,,82.3,836.68
7/4/2012,-0.6,-7.4,84,,,80.6,836.68
7/5/2012,-0.6,-8.1,80,,,77.6,836.68
7/6/2012,-0.6,-8.1,75.6,,,73.2,836.68
7/7/2012,-0.8,-7.4,72.9,,,70.5,836.68
7/8/2012,-0.8,-6.5,70.2,,,69,836.68
7/9/2012,-0.8,-6.5,67.4,,,67,836.68
7/10/2012,-0.8,-0.9,66.1,,,66.2,836.68
7/11/2012,-1,-0.9,64.3,,,65.3,836.68
7/12/2012,-1,-0.9,53.2,,,64.1,836.68
7/13/2012,-1,-0.9,56.2,,,62.6,836.68
7/14/2012,-1,-0.9,54.5,,,60.3,836.68
7/15/2012,-1,-0.7,52.7,,,58.1,836.68
7/16/2012,-1,-0.4,51.8,,,57.65,836.68
7/17/2012,-0.8,-0.7,47.95,,,55.15,836.68
7/18/2012,-0.8,-0.7,43.3,,,50.7,836.68
7/19/2012,-0.8,-0.7,39.5,,,47.8,836.68
7/20/2012,-1,-0.7,35.6,,,45.1,836.68
7/21/2012,-1,-0.7,34.3,,,44.5,836.68
7/22/2012,-1.2,-0.4,33.6,,,44.4,836.68
7/23/2012,-1.4,-0.4,31.6,,,42.8,842.77
7/24/2012,-1,-0.4,26.9,,,40.9,842.77
7/25/2012,-1,-0.4,24.3,,,38.5,842.77
7/26/2012,-1,-0.4,23.2,,,36.8,842.77
7/27/2012,-1,-0.4,20.7,,,34.95,842.77
7/28/2012,-1,-0.4,25,,,31.9,842.77
7/29/2012,-1,-0.4,22.3,,,30.05,842.77
7/30/2012,-1,-0.4,19.45,,,29,842.77
7/31/2012,-1,-0.2,16.7,,,27.4,842.77
8/1/2012,-1,-0.4,13.9,,,24.6,842.77
8/2/2012,-1.2,-0.4,11.6,,,23.6,842.77
8/3/2012,-1.2,-0.2,10.5,,,24.1,842.77
8/4/2012,-1.2,-0.2,8.9,,,22.8,844.04
8/5/2012,-1,-0.4,6.8,,,18.3,844.04
8/6/2012,-1.2,-0.2,4.3,,,14.5,844.04
8/7/2012,-1.2,-0.4,2.5,,,13.3,844.04
8/8/2012,-1.2,-0.2,0.9,,,13.1,844.04
8/9/2012,-1.2,-0.2,-0.6,,,12,844.04
8/10/2012,-1.2,-0.2,-0.6,,,11.3,844.04
8/11/2012,-1.2,-0.2,-0.6,,,9.7,844.04
8/12/2012,-1.2,-0.2,-0.6,,,6.8,844.04
8/13/2012,-1.3,-0.2,-0.6,,,4.9,844.04
8/14/2012,-1.2,-0.2,-0.6,,,3.6,844.04
8/15/2012,-1.2,0,-0.6,,,1.4,844.04
8/16/2012,-1.2,0,-0.6,,,0.2,844.04
8/17/2012,-1.3,-0.2,-0.6,,,0.4,844.04
8/18/2012,-1.2,0,-0.6,,,0.3,844.04
8/19/2012,-1.2,0,-0.6,,,0.4,844.04
8/20/2012,-1.2,0,-0.6,,,0.3,844.04
8/21/2012,-0.8,0,-0.6,,,0.2,844.04
8/22/2012,,,,,,,
8/23/2012,,,,,,,
8/24/2012,,,,,,,
8/25/2012,,,,,,,
8/26/2012,,,,,,,
8/27/2012,,,,,,,
8/28/2012,,,,,,,
8/29/2012,,,,,,,
8/30/2012,,,,,,,
8/31/2012,,,,,,,
9/1/2012,,,,,,,
9/2/2012,,,,,,,
9/3/2012,,,,,,,
9/4/2012,,,,,,,
9/5/2012,,,,,,,
9/6/2012,,,,,,,
9/7/2012,,,,,,,
9/8/2012,,,,,,,
9/9/2012,,,,,,,
9/10/2012,,,,,,,
9/11/2012,,,,,,,
9/12/2012,,,,,,,
9/13/2012,,,,,,,
9/14/2012,,,,,,,
9/15/2012,,,,,,,
9/16/2012,,,,,,,
9/17/2012,,,,,,,
9/18/2012,,,,,,,
9/19/2012,,,,,,,
9/20/2012,,,,,,,
9/21/2012,,,,,,,
9/22/2012,,,,,,,
9/23/2012,,,,,,,
9/24/2012,,,,,,,
9/25/2012,,,,,,,
9/26/2012,,,,,,,
9/27/2012,,,,,,,
9/28/2012,,,,,,,
9/29/2012,,,,,,,
9/30/2012,,,,,,,
10/1/2012,,,,,,,
10/2/2012,0,0.5,-0.7,,,0.3,0
