"Reid, M.E., Brien, D.L., and LaHusen, Richard G., Landslide monitoring data for the Cleveland Corral landslide near U.S. Highway 50, El Dorado County, California"
U.S. Geological Survey data release: https://doi.org/10.5066/P1P9DMFX
daily rainfall maxima and daily medians other sensors at toe station, 2002 - 2018
date,mid_downslope_extensometer_cm_mid_E2_B,mid_shallow_piezometer_cm_mid_P1,mid_deep_open_tube_piezometer_cm_mid_P2,mid_deep_driven_piezometer_cm_mid_P4,mid_upslope_mid_deep_driven_piezometer_cm_mid_P5,mid_downslope_mid_deep_driven_piezometer_cm_mid_P6,mid_precipitation_mm_mid_R
6/1/2015,2.1525,-1.608,-1.588,,0.016,0.384,700.53
6/2/2015,2.05,-1.608,-1.588,,0.016,0.46,700.53
6/3/2015,2.05,-1.608,-1.662,,0.016,0.46,700.53
6/4/2015,2.255,-1.608,-1.662,,0.09,0.308,721.61
6/5/2015,2.255,-1.376,-1.662,,0.09,0.308,730.25
6/6/2015,2.1525,-1.608,-1.662,,0.016,0.46,738.12
6/7/2015,2.05,-1.376,-1.662,,0.016,0.536,738.12
6/8/2015,1.845,-1.376,-1.588,,0.016,0.612,738.12
6/9/2015,2.05,-1.376,-1.662,,0.016,0.612,740.41
6/10/2015,2.05,-1.376,-1.662,,0.016,0.46,741.17
6/11/2015,1.9475,-1.376,-1.588,,0.016,0.536,741.17
6/12/2015,1.845,-1.376,-1.662,,0.016,0.612,741.17
6/13/2015,1.7425,-1.376,-1.588,,0.016,0.612,741.17
6/14/2015,1.845,-1.376,-1.588,,0.09,0.612,741.17
6/15/2015,1.845,-1.376,-1.588,,0.016,0.612,741.17
6/16/2015,1.64,-1.376,-1.588,,0.09,0.536,741.17
6/17/2015,1.64,-1.376,-1.588,,0.016,0.612,741.17
6/18/2015,1.64,-1.144,-1.588,,0.016,0.612,741.17
6/19/2015,1.64,-1.376,-1.514,,0.016,0.574,741.17
6/20/2015,1.64,-1.376,-1.551,,0.016,0.536,741.17
6/21/2015,1.64,-1.26,-1.514,,0.016,0.536,741.17
6/22/2015,1.64,-1.144,-1.514,,0.09,0.46,741.17
6/23/2015,1.64,-1.144,-1.514,,0.016,0.536,741.17
6/24/2015,1.64,-1.144,-1.44,,0.016,0.612,741.17
6/25/2015,1.64,-1.144,-1.514,,0.016,0.688,741.17
6/26/2015,1.435,-1.144,-1.44,,-0.021,0.764,741.17
6/27/2015,1.435,-1.144,-1.514,,0.016,0.764,741.17
6/28/2015,1.64,-1.144,-1.514,,0.016,0.688,741.17
6/29/2015,1.435,-1.144,-1.514,,0.016,0.764,741.17
6/30/2015,1.64,-1.144,-1.477,,0.016,0.536,741.17
7/1/2015,,,,,,,
7/2/2015,,,,,,,
7/3/2015,,,,,,,
7/4/2015,1.64,-1.144,-1.514,,0.09,0.688,744.22
7/5/2015,1.435,-1.028,-1.44,,0.016,0.726,744.22
7/6/2015,1.435,-0.912,-1.44,,0.016,0.688,744.22
7/7/2015,1.64,-0.912,-1.44,,0.016,0.612,744.22
7/8/2015,1.64,-0.912,-1.44,,-0.021,0.536,744.22
7/9/2015,2.05,-0.912,-1.44,,0.016,0.46,759.46
7/10/2015,2.05,-0.912,-1.44,,0.016,0.384,759.46
7/11/2015,1.845,-0.912,-1.366,,0.016,0.536,759.46
7/12/2015,1.845,-0.912,-1.292,,0.016,0.536,759.46
7/13/2015,1.64,-0.912,-1.292,,0.016,0.536,759.46
7/14/2015,1.64,-0.68,-1.366,,0.016,0.536,759.46
7/15/2015,1.435,-0.912,-1.292,,0.016,0.612,759.46
7/16/2015,1.435,-0.68,-1.292,,0.016,0.688,759.46
7/17/2015,1.435,-0.68,-1.218,,-0.058,0.612,759.46
7/18/2015,1.435,-0.912,-1.218,,0.016,0.612,759.46
7/19/2015,1.435,-0.68,-1.218,,0.016,0.612,759.46
7/20/2015,1.435,-0.68,-1.218,,0.016,0.688,759.46
7/21/2015,1.435,-0.68,-1.218,,0.016,0.688,759.46
7/22/2015,1.435,-0.68,-1.218,,0.016,0.688,759.46
7/23/2015,1.64,-0.912,-1.218,,0.016,0.536,759.46
7/24/2015,1.64,-0.68,-1.218,,0.016,0.612,759.46
7/25/2015,1.435,-0.68,-1.218,,0.016,0.612,759.46
7/26/2015,1.435,-0.68,-1.218,,0.016,0.612,759.46
7/27/2015,1.435,-0.68,-1.218,,0.016,0.612,759.46
7/28/2015,1.435,-0.68,-1.144,,0.09,0.688,759.46
7/29/2015,1.23,-0.68,-1.144,,0.016,0.764,759.46
7/30/2015,1.23,-0.68,-1.144,,0.016,0.84,759.46
7/31/2015,1.3325,-0.448,-1.144,,0.016,0.764,759.46
8/1/2015,1.23,-0.68,-1.144,,0.016,0.764,759.46
8/2/2015,1.435,-0.68,-1.144,,0.016,0.764,759.46
8/3/2015,1.435,-0.448,-1.144,,0.016,0.688,759.46
8/4/2015,1.435,-0.68,-1.144,,0.016,0.688,759.46
8/5/2015,1.435,-0.448,-1.07,,0.016,0.612,759.46
8/6/2015,1.64,-0.448,-1.07,,-0.058,0.612,759.46
8/7/2015,1.5375,-0.448,-1.033,,0.016,0.612,759.46
8/8/2015,1.435,-0.448,-1.07,,0.016,0.612,759.46
8/9/2015,1.435,-0.448,-0.996,,0.016,0.612,759.46
8/10/2015,1.435,-0.448,-0.996,,0.016,0.688,759.46
8/11/2015,1.435,-0.448,-0.996,,0.016,0.65,759.46
8/12/2015,1.435,-0.448,-0.922,,0.016,0.612,759.46
8/13/2015,1.435,-0.448,-0.959,,0.016,0.536,759.46
8/14/2015,1.435,-0.332,-0.959,,0.016,0.612,759.46
8/15/2015,1.435,-0.216,-0.922,,0.016,0.65,759.46
8/16/2015,1.23,-0.216,-0.922,,-0.021,0.764,759.46
8/17/2015,1.23,-0.216,-0.922,,0.016,0.688,759.46
8/18/2015,1.23,-0.448,-0.922,,0.016,0.764,759.46
8/19/2015,1.23,-0.216,-0.922,,0.016,0.764,759.46
8/20/2015,1.23,-0.448,-0.922,,0.016,0.688,759.46
8/21/2015,1.435,-0.216,-0.922,,0.016,0.612,759.46
8/22/2015,1.435,-0.216,-0.922,,0.053,0.688,759.46
8/23/2015,1.3325,-0.216,-0.848,,0.016,0.688,759.46
8/24/2015,1.23,-0.216,-0.848,,0.016,0.688,759.46
8/25/2015,1.435,-0.216,-0.848,,0.09,0.612,759.46
8/26/2015,1.435,-0.216,-0.848,,-0.021,0.688,759.46
8/27/2015,1.23,-0.216,-0.774,,0.016,0.764,759.46
8/28/2015,1.23,-0.216,-0.848,,0.016,0.764,759.46
8/29/2015,1.435,-0.216,-0.774,,0.016,0.536,759.46
8/30/2015,1.435,-0.216,-0.774,,0.016,0.612,759.46
8/31/2015,1.435,-0.1,-0.774,,0.016,0.612,759.46
9/1/2015,1.82E-14,-0.216,-0.774,,0.016,0.612,759.46
9/2/2015,1.82E-14,0.016,-0.7,,0.016,0.612,759.46
9/3/2015,0.205,-0.216,-0.626,,-0.058,0.46,759.46
9/4/2015,0.205,-0.216,-0.626,,0.016,0.384,759.46
9/5/2015,0.205,-0.1,-0.626,,0.016,0.384,759.46
9/6/2015,0.205,0.016,-0.626,,0.016,0.536,759.46
9/7/2015,0.205,0.016,-0.626,,0.016,0.612,759.46
9/8/2015,1.82E-14,0.016,-0.626,,0.016,0.764,759.46
9/9/2015,-0.205,-0.1,-0.626,,0.016,0.764,759.46
9/10/2015,-0.205,0.016,-0.626,,0.016,0.764,759.46
9/11/2015,-0.205,0.016,-0.552,,0.016,0.764,759.46
9/12/2015,-0.205,-0.216,-0.626,,0.016,0.688,759.46
9/13/2015,1.82E-14,-0.216,-0.626,,0.016,0.688,759.46
9/14/2015,1.82E-14,0.016,-0.626,,0.016,0.612,759.97
9/15/2015,0.205,0.016,-0.626,,0.016,0.46,759.97
9/16/2015,0.41,0.016,-0.626,,0.016,0.384,759.97
9/17/2015,0.205,0.016,-0.552,,0.016,0.536,759.97
9/18/2015,0.205,-0.216,-0.552,,0.016,0.46,759.97
9/19/2015,1.82E-14,0.016,-0.552,,0.016,0.612,759.97
9/20/2015,1.82E-14,0.016,-0.552,,0.016,0.612,759.97
9/21/2015,1.82E-14,0.016,-0.552,,0.016,0.612,759.97
9/22/2015,1.82E-14,0.016,-0.552,,-0.058,0.612,759.97
9/23/2015,1.82E-14,0.016,-0.552,,-0.058,0.536,759.97
9/24/2015,1.82E-14,-0.216,-0.552,,-0.058,0.65,759.97
9/25/2015,-0.205,0.016,-0.478,,0.016,0.688,759.97
9/26/2015,1.82E-14,0.016,-0.478,,0.016,0.612,759.97
9/27/2015,1.82E-14,0.016,-0.478,,0.016,0.612,759.97
9/28/2015,1.82E-14,0.016,-0.478,,0.016,0.612,759.97
9/29/2015,1.82E-14,0.016,-0.478,,0.016,0.574,759.97
9/30/2015,0.205,0.016,-0.478,,0.016,0.46,763.27
10/1/2015,0.4,-0.2,-0.6,,-0.05,0.3,20.57
10/2/2015,0.3,0,-0.6,,-0.1,0.4,20.57
10/3/2015,0.2,0,-0.6,,0,0.5,20.57
10/4/2015,0.4,0,-0.6,,0,0.5,20.57
10/5/2015,0.4,-0.2,-0.6,,-0.1,0.4,20.57
10/6/2015,0.4,0,-0.6,,-0.1,0.5,20.57
10/7/2015,0.2,0,-0.6,,0,0.5,20.57
10/8/2015,0.2,0,-0.5,,-0.1,0.5,20.57
10/9/2015,0.2,0,-0.5,,-0.1,0.6,20.57
10/10/2015,0.2,0,-0.5,,-0.1,0.55,20.57
10/11/2015,0.2,-0.2,-0.5,,-0.1,0.5,20.57
10/12/2015,0.2,-0.2,-0.5,,-0.1,0.6,20.57
10/13/2015,0,-0.2,-0.4,,-0.1,0.6,20.57
10/14/2015,0,-0.2,-0.5,,-0.1,0.6,20.57
10/15/2015,0.2,-0.2,-0.5,,-0.2,0.5,20.57
10/16/2015,0.2,-0.2,-0.5,,-0.1,0.5,23.11
10/17/2015,0.4,-0.2,-0.6,,-0.1,0.4,60.71
10/18/2015,0.4,-0.2,-0.6,,-0.1,0.4,60.71
10/19/2015,0.6,-0.2,-0.6,,-0.2,0.3,60.71
10/20/2015,0.6,-0.2,-0.5,,-0.1,0.4,60.71
10/21/2015,0.4,-0.2,-0.6,,-0.2,0.4,60.71
10/22/2015,0.4,-0.2,-0.5,,-0.1,0.4,60.71
10/23/2015,0.4,-0.2,-0.5,,-0.1,0.45,60.71
10/24/2015,0.4,-0.2,-0.5,,0,0.4,60.71
10/25/2015,0.4,-0.2,-0.5,,-0.1,0.4,60.71
10/26/2015,0.6,-0.2,-0.5,,-0.1,0.4,60.71
10/27/2015,0.4,-0.4,-0.5,,-0.1,0.4,60.71
10/28/2015,0.6,-0.4,-0.5,,-0.15,0.3,61.21
10/29/2015,0.6,-0.4,-0.5,,-0.1,0.35,61.21
10/30/2015,0.4,-0.4,-0.6,,-0.2,0.4,61.21
10/31/2015,0.4,-0.4,-0.55,,-0.2,0.5,61.21
11/1/2015,0.6,-0.4,-0.5,,-0.1,0.3,69.85
11/2/2015,0.8,-0.4,-0.6,,-0.1,0.2,106.68
11/3/2015,0.8,-0.4,-0.6,,-0.2,0.2,106.93
11/4/2015,1,-0.7,-0.6,,-0.1,0.2,106.93
11/5/2015,1,-0.7,-0.6,,-0.1,0.2,106.93
11/6/2015,0.8,-0.7,-0.6,,-0.1,0.2,106.93
11/7/2015,0.8,-0.7,-0.6,,-0.1,0.2,106.93
11/8/2015,0.8,-0.7,-0.6,,-0.1,0.2,113.54
11/9/2015,1,-0.9,-0.6,,-0.1,0.1,122.94
11/10/2015,1,-0.9,-0.6,,-0.1,0.2,126.49
11/11/2015,1,-0.9,-0.6,,-0.1,0.2,126.49
11/12/2015,1,-0.9,-0.6,,0,0.2,126.49
11/13/2015,0.8,-0.9,-0.6,,-0.1,0.25,126.49
11/14/2015,0.8,-0.9,-0.6,,-0.1,0.2,126.49
11/15/2015,1,-1.1,-0.6,,-0.1,-0.1,143.51
11/16/2015,1.2,-1.1,-0.7,,-0.1,-0.1,145.54
11/17/2015,1,-1.1,-0.8,,-0.1,0.1,145.54
11/18/2015,1,-1.1,-0.8,,-0.1,0.2,145.54
11/19/2015,0.8,-1.1,-0.75,,-0.1,0.3,145.54
11/20/2015,0.8,-1.1,-0.7,,-0.1,0.3,145.54
11/21/2015,0.8,-1.4,-0.8,,-0.1,0.3,145.54
11/22/2015,0.8,-1.1,-0.8,,-0.1,0.3,145.54
11/23/2015,0.8,-1.25,-0.8,,-0.1,0.2,145.54
11/24/2015,1,-1.4,-0.8,,0,0.1,162.81
11/25/2015,1.2,-1.4,-0.9,,-0.1,0,164.08
11/26/2015,1.2,-1.4,-0.9,,-0.1,0,165.1
11/27/2015,1.2,-1.5,-0.8,,-0.05,0,165.1
11/28/2015,1.2,-1.6,-0.8,,0,0,165.1
11/29/2015,1.2,-1.6,-0.9,,-0.1,-0.05,165.1
11/30/2015,1.2,-1.6,-0.8,,-0.1,0,165.1
12/1/2015,1,-1.6,-0.9,,0,0.1,165.1
12/2/2015,1,-1.6,-0.9,,0,0.2,165.1
12/3/2015,1,-1.8,-1,,-0.1,0.2,175.77
12/4/2015,1,-1.6,-1.1,,-0.1,0.1,176.53
12/5/2015,1,-1.8,-1.1,,-0.1,0.2,176.53
12/6/2015,1,-1.8,-1.1,,-0.1,0.25,176.53
12/7/2015,1,-1.8,-1.1,,-0.1,0.2,176.53
12/8/2015,1,-1.8,-1.1,,0,0.2,176.53
12/9/2015,1,-1.8,-1.1,,-0.05,0.2,176.53
12/10/2015,1,-1.8,-1.1,,0,0.2,224.03
12/11/2015,1.2,-1.8,-1.2,,0,0,235.97
12/12/2015,1.2,-2.1,-1.2,,-0.1,0.1,236.47
12/13/2015,1.4,-1.95,-1.2,,0,0,257.81
12/14/2015,1.4,-2.1,-1.2,,-0.1,-0.1,259.84
12/15/2015,1.4,-2.1,-1.3,,-0.05,-0.1,260.35
12/16/2015,1.4,-2.1,-1.4,,0,0,260.35
12/17/2015,1.4,-2.1,-1.4,,0,0,260.35
12/18/2015,1.4,-2.1,-1.4,,0,0.15,260.35
12/19/2015,1.4,-2.1,-1.4,,0,0.1,273.81
12/20/2015,1.6,-2.3,-1.4,,0,0,282.19
12/21/2015,1.4,-2.3,-1.4,,0,0.2,363.47
12/22/2015,1.4,11.3,38.6,,0,0.2,398.02
12/23/2015,1.4,-2.3,-1.1,,0,0.15,400.3
12/24/2015,1.6,-3,-1.4,,0,-0.05,400.3
12/25/2015,1.6,-3.2,-1.3,,0,-0.1,406.15
12/26/2015,1.8,-3.2,-1.2,,0,-0.1,413.51
12/27/2015,2.1,-3.2,-1.2,,0,-0.1,414.27
12/28/2015,2.1,-3,-1.2,,0,0,414.53
12/29/2015,2.1,-3,-1.2,,0,0,414.78
12/30/2015,2.1,-3.2,-1.2,,0,0,414.78
12/31/2015,2.1,-3,-1.3,,0,0.1,414.78
1/1/2016,2.1,-3,-1.2,,0,0,414.78
1/2/2016,1.8,-3,-1.3,,0,0,414.78
1/3/2016,1.8,-3,-1.35,,0,0.2,414.78
1/4/2016,1.8,-3,-1.4,,0,0.2,415.04
1/5/2016,1.8,-3,-1.4,,0.1,0.15,441.71
1/6/2016,2.1,-3,-1.4,,0,0,457.2
1/7/2016,2.1,-3,-1.4,,0,0,468.63
1/8/2016,1.8,5.1,-1.5,,0,0.1,468.63
1/9/2016,1.8,-2.5,-1.5,,0.1,0.1,471.93
1/10/2016,1.8,-3,-1.5,,0.1,0.1,473.46
1/11/2016,1.8,-3,-1.6,,0.1,0.1,473.46
1/12/2016,1.6,-3,-1.55,,0.1,0.2,473.46
1/13/2016,1.6,-3,-1.6,,0.05,0.15,488.19
1/14/2016,1.8,-3,-1.6,,0,0.1,503.94
1/15/2016,1.6,48.5,-1.7,,0.1,0.2,522.22
1/16/2016,1.6,36.9,-1.7,,0.1,0.2,533.4
1/17/2016,1.6,34.8,-1.7,,0,0.2,534.67
1/18/2016,1.6,29.95,-1.7,,0,0.2,548.89
1/19/2016,1.6,48.15,-1.7,,0.1,0.2,567.94
1/20/2016,1.6,62.7,-1.8,,0.1,0.2,567.94
1/21/2016,1.4,49.2,-1.7,,0,0.2,567.94
1/22/2016,1.6,36,-1.8,,0.1,0.2,568.45
1/23/2016,1.6,76.9,-1.8,,0.1,0.2,
1/24/2016,1.6,75.2,6,,0.1,0.2,
1/25/2016,1.5,64.7,43.3,,0.1,0.2,
1/26/2016,1.4,50.6,37.9,,0.1,0.2,
1/27/2016,1.4,40.2,24.8,,0.1,0.2,609.89
1/28/2016,1.4,32.4,20.7,,0.1,0.2,613.37
1/29/2016,1.4,28.2,20.2,,0.1,0.2,671.34
1/30/2016,1.4,118.45,99.5,,0.1,0.2,695.85
1/31/2016,1.6,84.9,119.35,,0.2,0.1,700.79
2/1/2016,1.8,79.8,100.3,,0.2,0,707.55
2/2/2016,1.8,76.2,99.3,,0.1,0,709.93
2/3/2016,1.6,67.5,93.4,,0.1,0.1,710.11
2/4/2016,1.6,58.1,85.2,,0.1,0.2,710.11
2/5/2016,1.4,47.8,77.55,,0.1,0.2,710.11
2/6/2016,1.4,41.3,67.3,,0.1,0.3,710.11
2/7/2016,1,35.7,56.3,,0.1,0.5,710.11
2/8/2016,0.6,30.9,53.1,,0.1,0.5,710.11
2/9/2016,0.6,26.5,50.4,,0.2,0.5,710.11
2/10/2016,0.6,21.6,48.6,,0.1,0.4,710.11
2/11/2016,0.6,17.6,51.05,,0.1,0.4,710.11
2/12/2016,0.6,13.6,44.7,,0.1,0.4,710.11
2/13/2016,0.6,9.5,41.6,,0.1,0.5,710.11
2/14/2016,0.6,5.8,41.4,,0.2,0.35,710.11
2/15/2016,0.6,2.8,40.8,,0.1,0.5,710.11
2/16/2016,0.4,0.5,40.45,,0.1,0.5,710.11
2/17/2016,0.6,-0.55,45.5,,0.1,0.3,726.39
2/18/2016,3.7,-3,36.1,,0.1,0.1,762.6
2/19/2016,3.5,35.45,36.25,,0.2,0.2,766.99
2/20/2016,3.5,56.9,67.9,,0.1,0.2,766.99
2/21/2016,3.5,45.4,83.45,,0.2,0.2,766.99
2/22/2016,3.3,38.8,87.95,,0.1,0.3,766.99
2/23/2016,3.1,33.5,89.3,,0.2,0.3,766.99
2/24/2016,2.9,27.4,83.9,,0.2,0.3,766.99
2/25/2016,2.9,23.6,80.8,,0.1,0.4,766.99
2/26/2016,2.7,19.6,78.3,,0.2,0.4,766.99
2/27/2016,2.7,15.6,75.1,,0.1,0.4,766.99
2/28/2016,2.9,11,70.9,,0.15,0.3,766.99
2/29/2016,2.7,6.8,67.4,,0.2,0.5,766.99
3/1/2016,2.7,3.3,58.1,,0.2,0.4,766.99
3/2/2016,2.7,1,58.6,,0.2,0.4,766.99
3/3/2016,2.7,0.8,55.7,,0.2,0.3,767.17
3/4/2016,2.9,-0.2,53.9,,0.2,0.3,794.05
3/5/2016,2.9,-0.4,53.8,,0.2,0.3,832.46
3/6/2016,3.1,99.35,100.85,,0.2,0.2,869.58
3/7/2016,3.1,115.35,174,,0.2,0.2,886.04
3/8/2016,3.1,80.2,170.85,,0.2,0.2,887.51
3/9/2016,2.9,71.5,156.7,,0.1,0.3,890.07
3/10/2016,3,67.1,149.2,,0.2,0.3,892.63
3/11/2016,3.1,66.2,148.9,,0.2,0.2,914.21
3/12/2016,3.1,84.3,158.95,,0.2,0.2,925.73
3/13/2016,3.1,133.9,183.3,,0.2,0.2,981.32
3/14/2016,3.1,136,212.5,,0.2,0.3,992.66
3/15/2016,2.9,124.65,218.95,,0.2,0.3,992.66
3/16/2016,2.7,106.1,215.3,,0.2,0.3,992.66
3/17/2016,2.7,93.2,203.7,,0.2,0.45,992.66
3/18/2016,2.5,89.4,193.55,,0.2,0.45,992.66
3/19/2016,2.5,86.1,187.6,,0.2,0.3,992.66
3/20/2016,2.7,83.6,184.7,,0.2,0.3,1011.68
3/21/2016,2.9,107.3,189.85,,0.2,0.2,1043.87
3/22/2016,2.9,131.7,216.75,,0.2,0.2,1054.11
3/23/2016,2.7,119.5,223.7,,0.2,0.25,1054.11
3/24/2016,2.7,109.45,221.4,,0.2,0.3,1054.11
3/25/2016,2.7,100.3,218.5,,0.4,0.35,1054.11
3/26/2016,2.5,96,212.5,,11.2,0.3,1054.11
3/27/2016,2.7,93.8,205.9,,15.75,0.3,1054.11
3/28/2016,2.7,92.4,207.9,,21.2,0.2,1056.49
3/29/2016,2.7,90.3,204.8,,26.55,0.2,1056.67
3/30/2016,2.7,86.6,198.4,,31.55,0.2,1056.67
3/31/2016,2.5,84.1,193.8,,36.15,0.3,1056.67
4/1/2016,2.5,80.6,191.1,,40.3,0.4,1056.67
4/2/2016,2.5,78,189.1,,43.85,0.5,1056.67
4/3/2016,2.3,75.9,188.9,,47.55,0.45,1056.67
4/4/2016,2.3,71.3,185.6,,51,0.5,1056.67
4/5/2016,2.3,68.3,183.05,,54.25,0.6,1056.67
4/6/2016,2.1,65.5,180.6,,57,0.7,1056.67
4/7/2016,2.1,64.3,183.3,,60.55,0.6,1056.67
4/8/2016,2.3,61.3,182.6,,64.05,0.5,1057.22
4/9/2016,2.5,57.4,179.3,,67.1,0.3,1080.63
4/10/2016,2.5,55.3,176.75,,70.2,0.3,1082.64
4/11/2016,2.5,51.6,169.45,,72.8,0.5,1082.64
4/12/2016,2.5,49.7,165.4,,74.5,0.5,1082.64
4/13/2016,2.3,48.6,165.1,,76.2,0.4,1082.64
4/14/2016,2.5,46.7,165.8,,77.8,0.3,1086.66
4/15/2016,2.5,44.25,164.1,,79.5,0.3,1086.66
4/16/2016,2.3,41.5,160.65,,80.85,0.5,1086.66
4/17/2016,2.1,38.8,158.9,,82,0.6,1086.66
4/18/2016,2.1,36.3,156.3,,82.9,0.6,1086.66
4/19/2016,2.1,34.9,156.3,,83.85,0.6,1086.66
4/20/2016,2.1,32.8,155.7,,84.8,0.5,1086.66
4/21/2016,2.3,31.2,155,,85.9,0.5,1086.66
4/22/2016,2.7,28.4,154.2,,86.8,0.2,1131.29
4/23/2016,2.5,26.7,146,,87.1,0.3,1135.67
4/24/2016,2.5,27.4,147.1,,87.4,0.3,1138.23
4/25/2016,2.6,25.6,148,,87.9,0.2,1138.23
4/26/2016,2.5,22.6,143.4,,88.2,0.4,1138.23
4/27/2016,2.5,22.1,143.8,,88.4,0.3,1138.6
4/28/2016,2.5,19.9,143.1,,88.8,0.35,1139.88
4/29/2016,2.4,17.2,138.1,,89,0.4,1144.64
4/30/2016,2.4,15.4,137.95,,88.9,0.4,1144.64
5/1/2016,2.5,12.8,136.25,,89,0.5,1145.18
5/2/2016,2.3,9.1,130.2,,88.9,0.5,1145.18
5/3/2016,2.3,7.5,128.5,,88.9,0.5,1145.18
5/4/2016,2.3,6.6,129.9,,88.9,0.5,1145.18
5/5/2016,2.5,4.5,129.85,,88.9,0.3,1149.21
5/6/2016,2.5,2.4,128.1,,89,0.4,1155.61
5/7/2016,2.5,0.8,124.05,,88.9,0.3,1161.64
5/8/2016,2.5,0.8,121.1,,88.9,0.4,1161.64
5/9/2016,2.3,0.8,118.4,,88.9,0.5,1161.64
5/10/2016,2.3,0.3,116,,88.9,0.5,1161.64
5/11/2016,2.1,-0.6,112.2,,88.9,0.6,1161.64
5/12/2016,2.1,-1.6,109.1,,88.8,0.5,1161.64
5/13/2016,2.1,-1.6,108.2,,88.8,0.6,1161.64
5/14/2016,2.1,-1.6,108,,88.65,0.5,1161.64
5/15/2016,2.1,-1.7,108,,88.6,0.5,1161.64
5/16/2016,2.3,-1.6,105.9,,88.6,0.5,1162.92
5/17/2016,2.1,-1.6,102.75,,88.6,0.5,1162.92
5/18/2016,2.1,-1.6,99.5,,88.6,0.5,1162.92
5/19/2016,2.1,-1.3,100.8,,88.5,0.6,1162.92
5/20/2016,2.5,-1.3,102.85,,88.4,0.3,1163.11
5/21/2016,2.7,-1.3,97,,88.3,0.3,1169.14
5/22/2016,2.5,-1.3,91.55,,88.2,0.3,1169.32
5/23/2016,2.5,-1.6,90.6,,87.9,0.4,1171.88
5/24/2016,2.5,-1.3,89.1,,87.9,0.4,1172.62
5/25/2016,2.5,-1.3,84.9,,87.3,0.35,1174.45
5/26/2016,0,-1.2,82.3,,86.2,0.5,1174.45
5/27/2016,0,-1.2,82.2,,85.3,0.5,1174.45
5/28/2016,0,-1.3,81.75,,84.55,0.6,1174.45
5/29/2016,0,-1.1,74.2,,83.6,0.6,1174.45
5/30/2016,0,-0.4,73.2,,82.35,0.7,1174.45
5/31/2016,0,-1.1,72.4,,81.2,0.7,1174.45
6/1/2016,0,-1.8,71,,80.15,0.8,1174.45
6/2/2016,1.8,-2.4,67.85,,78.7,0.7,1174.45
6/3/2016,3.1,-3.2,65.2,,77.2,0.8,1174.45
6/4/2016,3.1,-3.2,63.95,,75.7,0.7,1174.45
6/5/2016,3.1,-3.2,62.4,,74.4,0.8,1174.45
6/6/2016,3.1,-3.2,62.35,,73.6,0.8,1174.45
6/7/2016,3.1,-3.2,56.85,,72.9,0.8,1174.45
6/8/2016,3.1,-3.2,55,,71.9,0.7,1174.45
6/9/2016,3.1,-3.2,53.8,,70.8,0.7,1174.45
6/10/2016,3.2,-3.2,50.2,,69.7,0.6,1174.45
6/11/2016,3.2,-3.2,48.1,,68.55,0.6,1174.45
6/12/2016,3.3,-3.2,45.35,,67.15,0.5,1175.18
6/13/2016,3.1,-3,41.8,,65.7,0.6,1175.18
6/14/2016,3.3,-3,42.1,,64.15,0.5,1175.18
6/15/2016,3.5,-3.2,41.65,,62.85,0.4,1175.18
6/16/2016,3.5,-3,37.1,,61.45,0.5,1175.18
6/17/2016,3.3,-3,28.65,,60.2,0.6,1175.18
6/18/2016,3.3,-3,23.9,,58.9,0.55,1175.18
6/19/2016,3.3,-3,24,,57.7,0.7,1175.18
6/20/2016,3.1,-3,23.25,,56.6,0.6,1175.18
6/21/2016,3.1,-3,22.8,,55.3,0.8,1175.18
6/22/2016,2.5,-3,22.8,,53.8,0.8,1175.18
6/23/2016,3.1,-3,19.7,,53.05,0.8,1175.18
6/24/2016,3.1,-3,17.7,,51.7,0.7,1175.18
6/25/2016,2.9,-3,15.75,,50.4,0.8,1175.18
6/26/2016,2.9,-3,10.8,,49.2,0.8,1175.18
6/27/2016,2.8,-3,9.1,,47.7,0.8,1175.18
6/28/2016,2.7,-3,8.3,,46.3,0.8,1175.18
6/29/2016,2.9,-3,7.7,,44.9,0.8,1175.18
6/30/2016,2.9,-3,7.1,,43.2,0.7,1175.18
7/1/2016,2.7,-3,6,,41.8,0.8,1175.18
7/2/2016,2.7,-3,4.7,,40.3,0.8,1175.18
7/3/2016,2.7,-2.5,3,,38.7,0.75,1175.18
7/4/2016,2.7,-1.8,1.8,,37,0.7,1175.18
7/5/2016,2.9,-1.4,0.05,,35.8,0.65,1175.18
7/6/2016,2.9,-1.1,-1.1,,34.6,0.65,1175.18
7/7/2016,2.9,-1.1,-1.4,,33.5,0.6,1175.18
7/8/2016,2.8,-1.1,-1.4,,32.2,0.7,1175.18
7/9/2016,2.9,-1.1,-1.4,,31.1,0.6,1175.18
7/10/2016,2.9,-1,-1.4,,30.9,0.5,1175.18
7/11/2016,2.9,-1.1,-1.4,,30.9,0.6,1175.18
7/12/2016,2.9,-1.1,-1.4,,30.8,0.7,1175.18
7/13/2016,2.7,-0.9,-1.4,,30.7,0.7,1175.18
7/14/2016,2.7,-1.1,-1.4,,30.6,0.8,1175.18
7/15/2016,2.7,-1.1,-1.4,,30.5,0.8,1175.18
7/16/2016,2.7,-1,-1.3,,30.4,0.75,1175.18
7/17/2016,2.7,-0.9,-1.4,,30.4,0.7,1175.18
7/18/2016,2.9,-0.9,-1.4,,30.1,0.65,1175.18
7/19/2016,2.7,-0.9,-1.3,,29.3,0.6,1175.18
